题目,朝代,作者,内容
清平乐,近现代末当代初,赵尊岳,殷勤记取。昨夜兰房语。倘有相遗相忘处。灯底香罗作据。猩红珍重残妆。角花点染温香。中有泪痕一掬，不堪持赠伊行。人间地狱。异穴悭同毂。海外仙云遮录曲。不吝无情天各。凄迷树色潮声。从容酒冽茶清。惊起回眸一顾，栖鸦啼到三更。银灯乍烬。写出丹青影。可可芳心莹似镜。省识天缘有定。一春海碧沙明。片言燕妒莺嗔。莫道几回负尽，终教证取双盟。凝妆无语。脉脉娴风度。不待当筵相尔汝。趁取雕轮轻去。夜深明月同归。珠帘照彻清晖。不怕愁人梦短，却嫌细雨花飞。鱼更卜夜。知道人归也。唤取金铃传密话。两地月明窗下。横波难遣离忱。轻颦犹勒余情。留待明朝相见，酒边再诉平生。前盟几度。此语多风措。底事飞花非堕絮。坐遣一春轻误。珍珠久废长门。葡萄重发清尊。容易夜窗作伴，梅花与镇诗魂。清才丽句。字字伤心语。毕竟兰荃邀薄誉。触拨琴心一缕。吴樯代马侵寻。从来未获知音。不意蓬莱清浅，仙云堕影宵深。瑶华叠叠。和遍泥金帖。吹气如兰香作屑。红豆三分刻骨。微波真可通词。灵犀消息丝丝。小说平生负气，怜才独少相知。清才八斗。未抵人间有。留枕宓妃终不负。隽语初三下九。归来堂上优游。赌书几泼茶瓯。此是个侬结习，待看日上帘钩。瑶华品第。碌碌无余子。不待他生今日始。委质金闺待字。论文醉挹茸窗。含情笑倚鸾床。悍妒兼工妇德，河东薄吼何妨。兰馨玉洁。著意花钿帖。对镜无言红上颊。孤负清扬眉睫。花前滤茗焚香。单栖惯耐凄凉。?得今宵掷与，重寻蛱蝶双双。金杯浅递。未饮先沉醉。密语深怜轻掩泪。忘却胡麻滋味。夙嫌生不逢时。红闺负尽腰肢。此际莫言娇纵，云鬟卸却花枝。罗襟斜扣。团雪轻容漏。月透春痕灯透牖。嫞映三眠杨柳。回眸细息咿嘤。凭肩软语忪惺。索得珠啼玉哭，任他鬓乱钗横。人间何世。天意诚狡狯。相见今番缘底事。恨不年光倒驶。贻君文石封泥。还君珠泪双垂。钤入小窗横幅，永教珍重南枝。
浣溪沙 壬寅九月十六夜作,近现代末当代初,赵尊岳,蝶僽蜂僝两不胜。窗窥户罥几逡巡。游丝缕缕太关情。昨日寻盟盟碧海，他年有梦梦倾城。相思树下数残灯。鹃血斑斑点玉簪。帕罗封泪剩哀吟。纵无风雨亦春深。万劫沾泥终不悔，千秋密誓待重寻。昨宵圆月照街心。说去应难住亦难。夜深风露袭衣单。一帘明月并肩看。细字泪珠溅纸茧，瑶奁黛墨伴钗鸾。三生证取耐清寒。真把闲愁付与伊。空巢心事许天知。隔帘怕见乱花飞。密意已酬盟翠钿，佳辰莫道缓金卮。占他横幅是南枝。
菩萨蛮 病榻不寐,近现代末当代初,赵尊岳,秋宵一雨清如洗。轻衾微觉生寒气。皓月透窗明。怀归梦不成。鸡声初破晓。云罨疏林杪。坐起看遥山。残灯映镜鬟。盈盈花雾侵帘轴。筠蓝渐遣开金菽。夕照泛疏棂。雏蜂趱落英。几回人倦倚。独对苍茫际。叫破一声声。长空归雁鸣。
春分后一日与诸公登万松岭，经周漈村至佛山石壁寺共饭,近现代末当代初,徐震堮,一条筇竹杖，扶我上层颠。磴道无几里，高松皆百年。崖开深见屋，春半已闻蝉。斗绝中峰影，寺门峰影边。石壁何年凿，岩花閟古春。客来飞鸟外，寺与白云邻。煮茗寒潭水，衔杯佛座尘。萧萧数竿竹，相对坐忘身。
寇氛日亟，分校有迁闽之议，将去坊下，感时抚事，慨然于怀，取后山“吾生能几日，此地费三年”为韵（录四）,近现代末当代初,徐震堮,楼上一山云，楼下半畦水。稻叶浮清光，陂田风日美。言亦不必听，耳亦不必洗。便觉箕颍间，去人亦无几。烽火照三州，悲歌忽变徵。报秦剑术疏，出塞鼓声死。万里倚长城，百金皆选士。哀哉一昔间，鱼烂竟至此。窗前两松树，上有天蔚蓝。寻诗阑角风，我与松为三。昔年别乡井，复别妻与男。今当别汝去，惯别愁亦谙。
望断,近现代末当代初,徐震堮,强雨苍梧处，归魂不可招。几人歌帝力，何日破天骄。旧事千秋节，悲风万里桥。仍将孤客泪，一寄冶城潮。望断南枝信，沉吟有所思。渐看花落尽，长恨燕来迟。芳草巴人国，空山白帝祠。年年寒食节，再拜杜鹃诗。
三年（五首录三）,近现代末当代初,徐震堮,三年经苦战，四海尽闲田。户出添都马，人输助国钱。但知山可撼，肯信海难填。自古兵犹火，焚身亦可怜。梁窦当朝宁，嗟君志亦荒。一时无赖贼，尽化夥颐王。硕鼠过三岁，哀鸿遍四方。纵无刘项在，民已欲偕亡。军国征求急，其如骨髓枯。俄空上苑鹿，化作满天蚨。画虎翻成犬，亡秦岂谓胡。他时麟阁上，应为若曹图。
书事 （三首）,近现代末当代初,徐震堮,越国山川乏霸才，江潮呜咽使心哀。朝廷久作珠崖弃，父老犹望玉辇回。转舳奔轺肥驵侩，锦衣花帽照舆儓。析骸易子寻常事，桑孔如今在上台。仗钺谁曾料敌情，符离心学竟何成。三年不作包桑计，一夕如闻扫萚声。蹋鞠穿营原倜傥，借筹前席亦纵横。从渠舌在犹能掉，四郡残黎半死生。杼轴争歌大小东，过江烽火逼天红。腐儒欲献龙川策，诸将休誇马邑功。恃敌不来宁可久，今吾能往亦终穷。百年兴复关人事，海峤安危仗数公。
答柳子青,近现代末当代初,徐震堮,雁后花前只费才，江关摇落赋心哀。铜仙泪滴秋盘冷，玉垒春随梦枕回。岂有文章能报国，仍从屈宋作陪儓。灯窗虫语相料理，惭愧风流继《玉台》。陇首云飞万古情，朱弦戛响韵天成。箧中烟月卑吴体，笛里关河变楚声。横舍开尊春邂逅，高斋说剑意纵横。山城岁晚谁堪语？叹绝襟期鲁两生。闲花寂历委篱东，乌桕门前叶渐红。诗客有时寻郑老，醉乡何地著无功。偶吟白石当招隐，日对青山只固穷。一卧沧江移岁月，聊能饱饭和陶公。
村居杂诗（录二）,近现代末当代初,徐震堮,桕叶红于染，漫山斗晚霞。笑渠桃与李，但作女郎花。春风百样花，秋光才一树。斜照如有情，徘徊不能去。
自丽水赴龙泉道中（四首录二）,近现代末当代初,徐震堮,两山夹我上青天，我怪山行缓不前。一笑已凌万山顶，那知山在白云边。一句吟成路百回，浓青老赤画屏开。忽然行尽松涛涧，又到前山对面来。
烈士词,近现代末当代初,徐震堮,少年挟弹走燕台，烈士头衔唾手来。一笑赫衣辞诏狱，可怜绛灌尽粗才。惯似蛾眉不让人，几回覆雨又翻云。桥陵弓剑归天上，从此谯周是老臣。曲里琴心不自持，琵琶湖上说相思。当筵宛转《回波》唱，老去犹堪舞柘枝。
春雨连朝，山楼独坐 庚辰,近现代末当代初,徐震堮,积雨空林烟火迟，小窗静赏《辋川》诗。山楼日日翻书坐，屋角垂杨绿几丝。绕墙田水响潺潺，深树人家昼掩关。莫道半春无事过，雨窗日对米家山。
湖上秋日,近现代末当代初,徐震堮,虚堂风引隔湖钟，秋在西南八九峰。五尺瘦藤闲挂臂，溪山只觉欠从容。开窗日日对群凫，惊去还来不用呼。比拟燕莺心性别，惯随红叶到西湖。
与好楼、眉仲、心叔泛舟西溪（录二）,近现代末当代初,徐震堮,铅华洗尽出天姿，樊榭当年总费诗。若把西溪比西子，苧萝村里浣纱时。秋草祠荒话旧游，词场百辈尽风流。小楼弹指斜阳入，浑被芦花笑白头。
连雨久不得沪上书,近现代末当代初,徐震堮,山楼十日雨，湿菌生牛屋。墙柳摇新黄，园莽森寒束。朝筇踏径泥，夜枕喧檐瀑。单觞寂不御，旧帙翻已熟。所思其如何，窗枝媚幽独。苦迟尺一书，夕梦淞波绿。前度别君时，念当千里行。高斋坐秋雨，离思忽已盈。千钧压愁担，决去转觉轻。子笑挽我坐，小留待晚晴。今来千里外，春雨暗山城。挑灯梦蛾绿，复此夜窗听。今雨非夕雨，今情逾昔情。得书尚不易，见面何由能。
与敬老、臞翁、季思共赋风雨龙吟楼诗，以“未知明年又在何处”分韵，得“未”字“又”字,近现代末当代初,徐震堮,身世老行縢，干戈戢犹未。岂期馆舍华，取足风雨蔽。窈窕西南峰，墙头露半髻。趺坐看夕阳，托想青霞际。山光落砚池，虫想出幽砌。阑干万里心，剩此孤吟地。草堂昔有诗，竹楼亦有记。适来岂无情，事往忽如寄。大书飞鸟堂，暂得宾主意。微雨溪上来，满楼松柏气。山中十日晴，水落溪身瘦。篱蔓坼红芳，风畦绿翻皱。岭色连远空，松阴转晴昼。翻思春夜时，雨脚床头漏。空际走波涛，梦里蛟龙斗。非无去国悲，幸免居夷陋。往者二三子，清景不可又。危楼百尺高，皂帽三年旧。狂言颇骇俗，心事终悠谬。欲刺东海船，去种南山豆。
送臞翁入景宁山中，取简斋“微波喜摇人，久立待其定”二句分韵，得“波”字 “其”字,近现代末当代初,徐震堮,离堂暗风雨，客路纷干戈。翁今负戴去，发兴青林阿。薰风入高柳，菡萏已凌波。惜不数日留，共倾池上荷。文成读书处，飞瀑漱烟萝。回首竹间楼，秀句无人哦。白石聊可煮，紫芝谁当歌。陶公云忘世，慷慨咏荆轲。乾坤日凋瘵，多士留夸毗。平生悃款意，未敢隘伯夷。通介两龃龉，进退一然疑。朗朗百间屋，汪汪千顷陂。鸡鸣觏君子，谈笑何温其。白日不觉晚，青山相与期。梅风薰小阁，萝月照行衣。送君自崖返，悲来吟《式微》。
再赋风雨龙吟楼诗,近现代末当代初,徐震堮,杜公去草堂，暂与豺虎避。展转复归来，有如锥入地。收京定何时，北望风尘曀。篱破井已堙，欲留故无计。柏庭风露寒，念我根与蒂。岁时阙蒸尝，有子亦如弃。涛声竹阁虚，缺月窥梦呓。剪烛抄旧诗，宵寒添半臂。小儿紫凤衣，门巷及春未？兀坐对江梅，乡愁入凝睇。松回溪上云，入我窗间岫。坐久日影移，饥鼠喧晴昼。岩居薇蕨荒，三年矧多又。一卷郊岛诗，旁人笑寒瘦。盍簪得石交，闻道吾已后。相忘寂寞滨，所安固无陋。幽寻蜡屐同，险韵尖叉斗。抱柱终不移，缨冠宁忘救。虚檐鳞甲飞，合眼风雨骤。百蛰会有苏，惊雷已其候。
鹧鸪天 赠瞿禅,近现代末当代初,徐震堮,有客相从寂寞滨。书堂遥忆谢家邻。新词漫遣供惆怅，矮屋犹堪一欠伸。歌抑塞，酒逡巡。未妨高卧北山云。龙蛇影里钩帘坐，不染西风庾亮尘。几度春归在客先。不离西阁又经年。百金未买东屯宅，十亩曾无下噀田。愁瓠落，酒蝉连。扁舟心事堕风烟。松涛一枕城南路，著我高楼听雨眠。
水调歌头,近现代末当代初,徐震堮,晚读人间世，不赋畔牢愁。渐近行年七十，自顾复何求。半世游身羿彀，不中岂非天幸，中即欲谁尤。人事有代谢，华屋变山丘。行忠信，虽蛮貊，可优游。莫道羊肠九折，路险不容辀。芟尽舌端矛戟，忘却胸中泾渭，莫莫复休休。我爱蒙庄子，妙喻泛虚舟。铭骨佩斯语，机事有机心。扰扰世间何物，哀乐苦相寻。道在稊稗瓦甓，身是鼠肝虫臂，悔作不祥金。瞻望邈难逮，水上有挐音。人已老，岁云暮，病相侵。馀日何堪把玩，万事付升沉。看尽鱼龙曼衍，等是鸡虫得失，弹指去来今。诗罢一长啸，酒熟可频斟。王老丈人行，和气挹春风。忆昨兵尘马足，萍合剑池东。时复芒鞋竹杖，步屧村村花柳，杯酒话从容。松影竹楼底，风雨一灯红。新来事，凭说与，两年中。闻道荒江老屋，忧患略相同。差喜童颜鹤发，依旧廉颇能饭，高唱气如虹。我愿不知老，相伴喌鸡翁。病作寒鸦噤，怀抱向谁开。闭门三日霖雨，落叶满空阶。怅望青山笋蕨，寂寞故人书札，闲却手中杯。日月老宾送，孤土自兴哀。岁寒事，虚作计，强安排。太息平生叔子，玉树已尘埋。万卷撑肠何用，万事到头是梦，天意苦难猜。弃置勿复道，窨酒待春回。
金缕曲 哭王敬老,近现代末当代初,徐震堮,屡负携筇约，怪连旬馀寒犹凝，东风又恶。待得池塘生春草，已是阶翻红药。矧转眼黄垆邈若。从此停云无好句，闭东轩对影成孤酌。醒与醉，总非昨。百年可有藏舟壑。都一笑彭夭殇寿，孔忧颜乐。白石清泉今已矣，盼煞乌头马角。休指点山川城郭。身似淮王旧鸡犬，甚无端化作归来鹤。存殁感，付寥廓。不见墙东老，似成连刺船径去，水波浩渺。十丈珊瑚映天紫，下有任公坐钓。我亦欲东还海道。指点楼台云气外，奈船风引去无由到。为君鼓，水仙操。钧天一梦胡然觉。猛回头狖啼花落，山回云抱。独自跰?来鉴井，依旧胶胶扰扰。倘今夜月明瑶岛。俯视齐州烟九点，惹洪崖拍手灵妃笑。书一纸，寄青鸟。
蝶恋花·偶读湘雨楼词，戏集集中句，得三解,近现代末当代初,袁荣法,飘荡我如杨柳树。直到而今，犹在长干住。南北东西离别路。送人一样斜阳暮。三尺碎琴沉断谱。刻意伤春，重续兰成赋。燕子不来春又去。流莺絮尽缠绵语。铁指频将花历数。悔也无端，只说良期误。此际故山啼杜宇。明知春色都迟暮。晓夜问春春不语。怅暖惆寒，春已匆匆去。整整斜斜青草渡。于今都是销魂处。商略琴边新乐府。事事都妨，此意难分付。信手琵琶弹旧谱。分明诉出伤心语。欲种相思千万树。说与伊知，莫被流尘误。亭短亭长芳草渡。愁风愁雨天涯路。
蝶恋花·世父赋落花诗八章，一时和者甚众。番禺廖丈忏庵更拈六一词语为起句，成蝶恋花若干阕。世父属同作,近现代末当代初,袁荣法,庭院深深深几许。门掩黄昏，无计留春住。寂寞垂杨吹柳絮。红糁满地谁为主。转眼芳丛非旧侣。不恨东风，只恨清明雨。芳草萋萋迷别浦。天涯消受相思苦。庭院深深深几许。燕子来时，似说春将暮。雨雨风风花下路。芳悰损尽悲谁诉。休拟游丝和落絮。一样飘零，不被流尘污。广大虚空清净土。人天尽有安排处。庭院深深深几许。泊粉漂脂，宛转窥朱户。悽绝坠楼人不语。烟轻云薄伤情绪。妆点残春和泪觑。身世萍蓬，此意难分付。缓缓归来佳约误。丁宁莫再成辜负。庭院深深深几许。怕见屏山，芳草天涯路。此日逢君情更苦。春归不作从容住。已分倾城拚一顾。画地笺天，总是伤心句。夜夜五更听杜宇。泪珠溅处无乾土。庭院深深深几许。玉砌雕阑，一例悲迟暮。留得韶光教少驻。阴晴尽是无凭据。离恨千重莺乱语。便有新词，却向谁分付。临水持觞浇绿醑。漂流莫过前溪渡。庭院深深深几许。素手么弦，唱彻黄金缕。年少抛人容易去。閒阶萧索飘香雾。黯澹斜阳相尔汝。怨蝶憨蜂，忘却春归处。还向空枝商去住。那知门外风和雨。
浣溪沙·前词意有未尽，更拈此调，得四解,近现代末当代初,袁荣法,廿四番风抵死催。乱红无主绣苍菭。夕阳帘幕旧亭台。真个有魂当入梦，可能无恨不成灰。华鬘尘劫迸千哀。辛苦春工费剪裁。为谁和恨谢灵胎。绣甍芳砌锦成堆。飘泊肯依虫网住，逡巡羞上燕巢来。轮囷心事独裴?。夜月啼鹃泣翠屏。晓风飞燕蹴红英。江南春色可怜人。积恨赴波终化泪，和愁到地总无声。不辞憔悴惜倾城。烟雨楼台不忍思。西风门巷更堪悲。断红无语向人痴。藉地倘成连理锦，回天难买吸华丝。清才销减到丘迟。
