题目,朝代,作者,内容
虞美人,近现代末当代初,金启孮,生来自是福分薄。休怨天公恶。朱门甲第逐东风。剩得今朝遗憾恨难穷。乱来骨肉音书少。陋巷年华悄。荧荧败壁映孤檠。真个任他飘泊可怜生。
齐天乐 九日登高,近现代末当代初,金启孮,西风又送征鸿去，年年驿亭秋早。翠微初登，金菊乍吐，消得闲愁多少。钟山古道。向一抹斜阳，凭高登眺。曲水萦回，髻螺点点入残照。莫管寒空万里，但酬节酩酊，醉吟狂啸。衰草连天，黄花满地，缠倒葫芦一笑。碧松环绕。似珍重今宵且舒怀抱。瞬息浮生，鬓端容易老。
忆江南 其一,近现代末当代初,金启孮,东瀛好，旧谱按新声。宫袖乱飘裙带紫，翠裳摇漾幕灯红。曲罢玉儿慵。
忆江南 其二 和人作,近现代末当代初,金启孮,奈良好，澹雅胜豪华。欲访名园乘月夜，闲拖木屐重如车。妙句实堪夸。
菩萨蛮 送人赴金泽,近现代末当代初,金启孮,河桥又到分襟处。离情不释浑如雾。加贺隔关山。未云行路难。渡头斜月揭。茅店鸡声咽。待得寄书还。樱花满石川。
清平乐 其一,近现代末当代初,金启孮,东瀛三月。柳絮飘如雪。无奈故人成永诀。听取数声啼鴂。灯前旧帙频开。字间偏引离怀。忆共剪烛难再，梦魂岂得重来。
清平乐 其二 法隆寺,近现代末当代初,金启孮,陌阡深处。一带平芜路。寂寂伽蓝深院宇。梵呗声中细雨。巍巍圣迹金堂。雨晴半柱斜阳。壁画佛香参罢，汲泉饮水僧窗。
浣溪沙 其一 六连岛,近现代末当代初,金启孮,翠嶂迎人暗不明。梦魂忽觉一身轻。细风斜雨客边情。暮色乍添残照外，晚云忽傍远山横。就中无以慰今生。
浣溪沙 其二 清见寺,近现代末当代初,金启孮,渔市风吹大鼓声。黄昏萧寺鉴微诚。廿年往事太懵腾。清水一瓢堪净我，梵香三炷达神明。不知何以慰今生。
浣溪沙 其三,近现代末当代初,金启孮,央及东风且莫狂。暂容双燕宿雕梁。一春能几好韶光。细雨打窗灯影背，红烛烧残暗神伤。人生何事太凄凉。
浣溪沙 其四 吉祥寺,近现代末当代初,金启孮,古刹唐门壁四围。黄昏檐际蝠飞飞。夕风吹彻殿铃微。欲访阿七何处是，乱碑斜矗径都迷。人生无事不唏吁。
浣溪沙 其五 春日神社,近现代末当代初,金启孮,绿芜丛中细路分。似曾相识鹿依人。朝参礼罢篆香薰。古木蔽天疑绝峪，新芳盈目类繁频。不成欢乐转逡巡。
浣溪沙 其六 自洗足池赴增上寺,近现代末当代初,金启孮,释道真宗说日莲。半山风雨晚秋天。夕阳钹鼓费留连。灵骨岂能知休咎，樱苞翻似道无边。顶香击掌意绵绵。
生查子 为人题矶头闲立小影,近现代末当代初,金启孮,我岂东阿王，竟睹宓妃影。小立倍娉婷，春酲疑未醒。矶头寒月多，浪卷霜花暝。珍重可怜宵，切莫东风劲。
清平乐 其一,近现代末当代初,金启孮,晚风如剑。划破征人面。三载无端支塞垣。瞬息年华易换。阴山雪打成围。故乡唯梦得归。夜半受降城月，何须芦管频吹。
清平乐 其二 乌喇特前旗道中,近现代末当代初,金启孮,射雕方罢。空碛时驱马。仰望黄云浑似挂。斜日乌喇山下。平川落照涂金。牛羊点点成群。争道前程不远，依然恼杀行人。
菩萨蛮 其一 齐齐哈尔客舍,近现代末当代初,金启孮,诺尼江畔惊秋早。卜魁城里秋将老。孤馆一灯明。夜寒听雨声。更深还淅沥。枕侧檐流急。明日进榆关。客心愁未阑。
菩萨蛮 其二 思乡,近现代末当代初,金启孮,故乡何事劳相忆。枝头又见春消息。岁月易蹉跎。恼人情绪多。幽燕成阻隔。梦绕蠕蠕塞。纵得梦还家。落残桃杏花。
菩萨蛮 其三 伊克昭盟道中,近现代末当代初,金启孮,荒原一片沉沉白。蟾蜍乍升榆林塞。才隐暮云端。便觉风露寒。经年长做客。羁旅颜非昨。极目又平沙。明朝可到家。
菩萨蛮 其四,近现代末当代初,金启孮,嵯峨一丈阴山雪。凄凄拂晓黑河月。何处是家乡。枕边幽梦长。梦长留不住。又逐金风去。路远故人疏。近来音信无。
虞美人 元夕,近现代末当代初,金启孮,去年元夕边城月。漫地光如雪。今年元夕赋边城。又见阴山吐月似华灯。古今多少边城客。此际应萧索。低头百感不如归。何必原头行人夜笛吹。
玉楼春 青城晚眺,近现代末当代初,金启孮,斜阳寂寂青城道，落叶满阶黄不扫。远山褶叠敛夕晖，近树萧疏容晚眺。乡音渐隔人渐老。勉做欢娱强一笑。须臾山月上林梢，难为衰年留返照。
踏莎行 五当召,近现代末当代初,金启孮,幽邃禅堂，万山深处。登楼不见来时路。番僧为说白莲花，静听犹需人传语。壁画藏经，诸天花雨。梵宇佛舍参不去。虔心敦克尔神前，临歧徘徊留难住。
少年游,近现代末当代初,金启孮,月华如水，平沙似雪，雁唳过边城。毳幕无眠，披衣伫立，玉粟乍寒生。凭谁诉，拂云堆畔，风露已三更。有限年华，无边心绪，一夜故乡情。
浣溪沙 其一 乌梁素海,近现代末当代初,金启孮,一叶扁舟港路长。菰蒲夹岸泛清香。水禽递唱韵悠扬。涟漪如绫拂短舷，温风似酒动轻裳。海天一色际难量。
浣溪沙 其二,近现代末当代初,金启孮,抛却无端理钓矶。乌梁素海雨霏霏。闲看燕子拂船飞。近水渔乡堪入画，远天云破又横霓。苇梢凉气扑人衣。
蝶恋花,近现代末当代初,金启孮,白草黄云连古戍。废垒依然，不见人来去。满目凄凉无意绪。登临唯剩闲搜句。远望狼山峰可数。暮雨夕风，更把离情助。今夜不知何处宿。平沙万里茫茫路。
菩萨蛮 其一,近现代末当代初,金启孮,胡姬少小出毡幄。轻靴窄袖娇装薄。束发垂明珰。耳边青鬓长。超乘忽走马。绝尘驰原野。愧我怯鞍鞒。朔风今尽消。
菩萨蛮 其二,近现代末当代初,金启孮,更深怕听行人笛。冷冷彻夜云中北。寒月冷侵窗。枯枝弄影凉。年华愁里送。岁岁思乡梦。梦也不还乡。醒来空断肠。
菩萨蛮 其三 白颜花怀古,近现代末当代初,金启孮,行行偶至黄河北。登临远望单于塞。怀古忆丰州。清泉石上流。隋唐成遗迹。亭障烽烟息。地号白颜花。废墟集暮鸦。
菩萨蛮 其四,近现代末当代初,金启孮,晴空一色浑如画。平川远接阴山下。天幕类穹庐。秋风草似梳。敕勒真妙笔。对景思斛律。端的是传神。朔方有几人。
菩萨蛮 其五,近现代末当代初,金启孮,四更吐月阴山曲。银光洒遍庭芜绿。桃李卸残妆。春宵恣意凉。清香唯一瞬。转眼群芳尽。关外野人家。明朝又著纱。
清平乐 万部华严经塔,近现代末当代初,金启孮,苔荒砖老。败壁生秋草。七级浮屠存旧貌。巍峨独插云表。攀登塔顶寻幽。回翔燕雀啁啾。暗里摸碑读字，仿佛身在丰州。
齐天乐 昭君墓,近现代末当代初,金启孮,登高便觉金风劲，方信塞垣秋早。衰草横坡，乱碑斜矗，寒云刷空如扫。鸣镝声杳。传宁胡阏氏琵琶斜抱。马上离情，冰弦拨尽怨中调。处处昭君疑迹，念词客游踪，几人凭吊。妄笔生花，杜文造意，细索不值一笑。地临驿道。便玉殒香消，岂容舆到。亭障烟墩，却无人细考。
鹧鸪天 再过昭君墓,近现代末当代初,金启孮,碱地低洼老树倾。谁云青冢草长青。讹传古迹留边地，误颂和亲说竟宁。光禄塞，汉家营。琵琶上马便休兵。烽烟一熄全遗忘，战士军前半死生。
貂裘换酒,近现代末当代初,金启孮,燕赵多侠士。数从前、悲歌击筑，抱关屠狗，名垂青史。总为豪侠酬知己，不惜舍身而死。看塞外几人能似。苏李河梁相诀别，望路傍洒尽英雄泪。相怜者，二人耳。凉秋九月边声起。十余年，吞毡嚼雪，凄凉滋味。忍住天涯双鬓皤，持节忠贞不二。更何况衣单裘敝。朔雁横空浑不落，倩谁能传语胸中字。灯灺坠，泪难止。
浣溪沙 大召,近现代末当代初,金启孮,不闻钟声出上方。萧条永巷树荫长。夜深独自叩僧房。古像负墙垂旧幔，孤灯照殿暗佛幢。归时月影下禅堂。
鹧鸪天 席力图召,近现代末当代初,金启孮,偶步南郊梵宇连。入门邂逅问僧官。禅堂佛舍闲随喜，贝叶藏经尽意看。轮常转，法无边。虔心欲结来生缘。须臾月上浮屠顶，转眼银光照大千。
高阳台 庚戌生日,近现代末当代初,金启孮,炊甑衰妻，持盘弱子，拂几迎我生辰。驹隙流光，五十已逾三春。书笥弃置毛锥裂，却洗心勉事耕耘。倚绳床引镜，鬓霜点点成纹。十年雁北催人老，尽青山黑水，损意伤神。牧马悲嘶，狂飙掠地难闻。鸿泥踪迹真如梦，念故乡幽冀燕云。最凄凉似蓬飘转，如絮无根。
法曲献仙音 守岁,近现代末当代初,金启孮,宿雪初消，爆竹声骤。败絮敝衣寒透。旧岁将盈，新春来迫。灯下且酌残酒。听风过楼檐又。钟报二更候。湿襟袖。怅故乡鸿雁音书，全不管，塞外旅中僝僽。弟妹近如何，想依然病缠骨瘦。燕北关西，盼天涯慰藉当久。待何年西窗剪烛，梦魂相守。
念奴娇 其一,近现代末当代初,金启孮,十年关塞，却难忘，燕市少年情味。屠狗推车曾把臂，拇战旗亭寻醉。林底挥拳，城阴角力，不妨衣裈碎。抱肱被肘，笑呼者回赢未。今竟坐卧居多，骨筋衰病，尽绳床懒倚。过眼青春难再得，唯剩恋思乡里。搏友萍踪，酒徒星散，日日柴门闭。而今老矣，逢人唯朔天气。
念奴娇 其二 雪，用张孝祥韵,近现代末当代初,金启孮,山川一色，雾濛濛，万里彤云飞雪。扯絮撕绵浑不断，近树远天相接。薄幕生寒，蔽裘失暖，处处冰澌结。衰年多病，那禁尔许凉热。家住蓟北燕南，身羁关塞，触目伤时节。闷拥烘炉犹畏冷，耐得北方猎猎。庭积琼花，窗凝冻叶，辜负今宵月。乡思萦绕，低头无限凄切。
齐天乐 送长女赴秦皇岛,近现代末当代初,金启孮,驱车相送青城驿，正值塞凉初作。柳色新新，雨丝细细，离情倍觉萧索。夹衣劝着，虑坝上天寒晚来风恶。路上加餐，晨兴无须待晓角。行遍漠南燕北，览大好河山便足为乐。牧草青青，田禾密密，沿途更多溪壑。堪消寂寞，逢北雁归来音书勤托。告我平安，且休得忘却。
唐多令 夜雨,近现代末当代初,金启孮,仰见乌云欺。低看花径迷。响殷殷远处闻雷。划破长空惊电闪，天如墨，舞金蛇。窗外雨斜飞。凉风透敝帷。且笼灯起坐移时。遗憾明朝春已过，难买到，杏花枝。
清平乐,近现代末当代初,金启孮,阴山张幄。弓燥休耽搁。白草平沙黄日落。却见雁行斜掠。金河秋半弦开。惊飞四散声哀。回望暮云深处，马蹄踏遍重来。
飞雪满群山 雪中接故人来信,近现代末当代初,金启孮,碎玉遮山，飞琼迷塞，故人消息谁传。中州路远，河南遥隔，雁来忽展华笺。岁时云暮矣，况盼盼音书经年。阖封又启，灯前再读，喜告我平安。曾记否南窗同剪烛，话残更鼓，月挂西檐。风笛洛汴，胡笳云朔，竟吹送北南天。倦游真似梦，劝珍重勤学加餐。何时相会，从头畅叙不尽言。
百字令 游定陵,近现代末当代初,田翠竹,长城城畔，叹定陵、殿宇依山重叠。翠柏苍松都不语，领略艰辛岁月。华表凝霜，丰碑似雪，亦自标高格。我来凭吊，千古兴亡谁说。深埋却异寻常，隧道重门、地下营宫阙。妃子帝王同寝室，依样骨枯棺裂。苦了征人，挥残泪血，技艺传佳绝。登车回首，枫叶倍添秋色。
满江红 汤阴岳飞纪念馆属题,近现代末当代初,田翠竹,北望中原，英雄气，光华日月。山挺秀，河流大野，云横戈壁。鼓角交鸣声动地，旌旗所向全无敌。岳家军三字逼金邦，飞魂魄。忠与佞，史书别。功与过，人民说。看今朝庙貌，巍峨壮烈。万国衣冠尊典范，千秋桑梓生颜色。老夫狂，稽首拜汤阴，肝肠热。
卜算子 壬戌岁暮，在三胞亲属迎春会上，即席赋此，洪固叔同志谱曲高歌,近现代末当代初,田翠竹,花为报春开，酒为迎春醉。柳上春光渐展舒，风起丝丝媚。但愿月长圆，更愿人长会。万里江山锦绣图，彩毛重重绘。
蝶恋花 展黄兴墓,近现代末当代初,田翠竹,屹屹丰碑镌姓字。碑树人间，更向人心树。革命功勋高百世。功高太息人长逝。丹橘千株伤远渚。日夜湘波，不尽东流去。一寸黄花香一步。名山只合英雄住。
清平乐 客重庆数日，炎热如盛暑，遂匆匆告别,近现代末当代初,田翠竹,渝城三绝。雾霭山峦热。倦卧高楼乡思切。窗外半轮明月。明朝即泛归舟。纵情打桨中流。唤起夔门诗兴，招来巫峡龙湫。
天香 题启元白紫幢寄庐图元白寄寓杨氏趣园庭有双楸二百年物也顷园易新主元白写图纪之和君坦韵为题,近现代末当代初,张伯驹,疏雨桐花，番风楝子，误他旧日吟馆。茜茜生烟，涓涓垂露，缥缈雾香吹散。湘帘捲处，轻点入芸窗几案。浓荫时妨早起，都因午晴遮黯。京华俊游未倦，记钿车碾尘寻艳。正是牡丹时节，夕阳梵院。几度棋枰过眼，看第宅王侯又新换。最感飘零，乌衣谢燕。
扬州慢 题杜牧之赠张好好诗墨迹卷,近现代末当代初,张伯驹,秋碧传真，戏鸿留影，黛螺写出温柔。喜珊瑚网得，算筑屋难酬。早惊见、人间尤物，洛阳重遇，遮面还羞。等天涯迟暮，琵琶湓浦江头。盛元法曲，记当时、诗酒狂游。想落魄江湖，三生薄幸，一段风流。我亦五陵年少，如今是、梦醒青楼。奈腰缠输尽，空思骑鹤扬州。
水龙吟 题正刚摹枝巢读清真词偶记稿册子,近现代末当代初,张伯驹,断肠一曲兰陵，柳丝弄碧烟波暝。樊楼灯火，汴京何似，江南风景。大晟飘零，琵琶胡语，龙沙劫冷。看师师门巷，舞停歌罢，繁华事、休重省。犹剩断宫零羽，又琴音爨桐相应。旧时骢马，玉箫新谱，霓裳同咏。花叶传钞，眼惊双壁，后先辉映。问他年谁辨，庐山面目，认词人影。
南浦 庚寅九日谱此调偶重一阳字昆曲有八阳一剧因戏为福唐体拟之并寓重阳之意,近现代末当代初,张伯驹,长空黯淡，指关河、征雁度衡阳。无奈愁人风雨，佳节又重阳。懒把紫萸簪帽，看如今、霜鬓老河阳。怅驹光如掷，蝶庄同梦，岐路误迷阳。戚戚满林落叶，和孤吟、谁为赋欧阳。只有黄花无恙，零乱耐秋阳。莫到旧登临地，怕遥山、远水总斜阳。向醉乡行去，酒徒何处觅高阳。
紫萸香慢 咫社北海琼岛展重阳,近现代末当代初,张伯驹,过重阳、曾无风雨，却听落叶飕飕。数晨星词客，向琼岛、访前游。正是乌啼霜紧，看宫城沟水，暗带红流。怕黄花昨日、瘦也使人愁。算只有、酒能展秋。羞羞。破帽还留，遮不住、雪盈头。念刘郎再至，萧娘易老，前事都休。见闻已销兵气，早全换、旧神州。矗斜阳塔铃无语，又传辽鹤，含笑时看吴钩。回望醉眸。
解语花 盆莲,近现代末当代初,张伯驹,明霞照影，薄雾生寒，彷佛银塘里。液波前事，飘零恨、敢怨托身无地。盈盈勺水，载不住、鸳鸯游戏。依约间、相对庐娘，细细闻吹气。无限红情绿意，怕西风摇落，重换秋思。翠鬟斜坠，怜憔悴、何日早成连理，锦边并蕊。记宴赏、碧筒曾醉。看旧时、分种莲心，愁泫啼妆泪。
霓裳中序第一 稊园赏桂,近现代末当代初,张伯驹,烟澜翠影叠，绿荫森森交荔叶，初绽金英玉屑。正帘隔宿阴，楼明残月，兰釭暗结。又阵风、吹坠瑶席。依然是，广寒窟里，待共素娥说。愁绝，酒阑歌歇，只两袖、余香未灭，一枝凝露手折。忆汉水分襟，新都停辙，旅游如梦隔。更怅惘、蟾宫旧客。看当日、簪花双鬓，欲戴怯霜雪。
鹧鸪天 庚寅腊尽日访敏庵正刚步雪归来途中口占和正刚除夕词原韵,近现代末当代初,张伯驹,两岁平分半送迎，夜阑白发对灯青。颜如庭雪消多许，愁似炉烟叠几层。花旖施，酒懵腾，醉时还作暂时醒。人间难了悲欢事，旧去新来尽此生。
蝶恋花 辛卯元旦感赋,近现代末当代初,张伯驹,银烛垂消鸡报晚，盼得春来，只是催人老。爆竹声声声未了，东风又绿坟园草。旧日数场空梦绕，走马长安，为问谁年少。纵说夕阳无限好，去时已去来时少。
鹧鸪天 雪,近现代末当代初,张伯驹,银粉弹弓绘不成，宵光书色未分明。莹莹池面冰开镜，叠叠山鬟玉列屏。花撩乱，絮轻盈，梨云黯淡冻难晴。因风穿入晶帘罅，点上霜华又几茎。
浣溪沙,近现代末当代初,张伯驹,檀板金尊事已非，春来一霎又春归，眉间心上两依依。忍遣落花随逝水，犹将夕照当朝晖，旧游时节燕双飞。
清平乐,近现代末当代初,张伯驹,楼高人远，寂寞闲庭院。独倚阑干情缱绻，心比游丝还乱。天涯草长花飞，帘前燕语莺啼。日日翻多愁恨，不如早送春归。
水龙吟 题胡元初太守武黄官廨柳榭图,近现代末当代初,张伯驹,柳枝独自青青，江山举目全非是。闻歌子野，伤时张绪，迷离情思。道士洑边，仙人矶畔，旧游何地。剩婆娑老泪，画图重看，谁能会、新亭意。莫问几番摇落，又逢春，东风还媚。倡条冶叶，柔腰娇眼，阅人多矣。爱傍章台，如何误种，陶潜门里。但恁伊送尽斜阳，总不管兴亡事。
应天长 辛卯上巳承泽园修禊分韵得石字,近现代末当代初,张伯驹,五侯故邸，三月令辰，芳游更趁泉石。尽有客愁兵气，随流付潮汐。堂前燕，犹似识，又软语、说春消息。问哀乐、旧世新人，那异今昔。台榭倚斜阳，一梦承平，歌舞已陈迹。不见汉宫传烛，飞花自寒食。长安事，如局弈，曾几度、眼惊身历。看无主、隔院娇红，谁去相惜。
惜余春慢 送春,近现代末当代初,张伯驹,细雨丝丝，斜阳脉脉，天也可怜如此。凄闻杜宇，黯对将离，争忍玉阑重倚。拚坐长宵已迟，灯烬天明，晓钟声起。看杨花独舞，榆钱空掷，欲买无计。因甚却、轻盼春来，欢娱成恨，直到春归才悔。余香淡浅，剩粉飘零，半是别愁离泪。谁道东风暂回，依旧有时，姹红嫣紫。奈萧郎人老，扬州游倦，梦醒罗绮。
风入松 题周敏庵咸水沽旧园图,近现代末当代初,张伯驹,门前春水长鱼虾，帆影夕阳斜。故家堂构遗基在，尚百年、乔木栖鸦。寂寞诗书事业，沉沦渔钓生涯。只今地变并人遐，旧梦溯蒹葭。名园天下关兴废，算空余、海浪淘沙。不见当时绿野，也成明日黄花。
定风波 摩诃池,近现代末当代初,张伯驹,琼户风来换暗凉，冰肌不耐薄罗裳。菡萏夜开香淡远，清浅，碧波无浪睡鸳鸯。故国月明空似水，垂泪，可怜憔悴促行装。蜀魄声声闻马上，惆怅，旧携手处忍思量。
南歌子 鲥鱼,近现代末当代初,张伯驹,味自赢卢橘，香同恨海棠。清和节后麦花黄。记得年年贳酒度端阳。论价怜陈肆，争名笑过江。潮头尽处网高张。何不富春滩上问严光。
青玉案 和枝巢依贺方回韵,近现代末当代初,张伯驹,青芜满地春归路，总不肯、将愁去。一树垂杨莺乱度，碎萍流水，绿苔朱户，莫认前游处。捲帘楼上斜阳暮，泪湿红笺别离句。庭院无人深几许，梦回风烛，情如泥絮，那更黄昏雨。
贺新凉 残暑和枝巢韵,近现代末当代初,张伯驹,度竹流萤灭。几日来，残云新雨，暗分凉热。昨夜金风催玉露，擎尽荷茎欲折。更瘦了柳腰一搦。说道明宵牛女会，怕登楼、又到愁时节。商音起，在林叶。佳人慵睡娇无力。看晨妆、才匀宿粉，汗消脂渍。最是家家白团扇，薄命先捐秋月。添半臂、罗衣试着。隔院砧声初到耳，忆辽阳、一雁惊消息。深闺怨，向谁说？
蝶恋花,近现代末当代初,张伯驹,往事迷离如过絮，好景黄昏，独恋斜阳暮。不管雨欺风也妒，看花直到花飞去。一醉懵腾醒后悟，便有聪明，早被多情误。对镜才知侬是汝，旧时年少归何处？
南楼令 壬辰立春,近现代末当代初,张伯驹,冻解池开天，东风去又还。掩银屏、犹有余寒。芳草无情愁不了，先青到，画楼前。春便没些闲，今年好去年。只难能、转变衰颜。怕见花开人更老，莺啼处，倚阑干。
临江仙 立春后雪,近现代末当代初,张伯驹,蜡泪滴残凤烛，炉香熏上貂裘。重帘放下月垂钩。衾寒知雪意，酒暖觉春愁。紫气曈曚日晓，翠华葱茜烟浮。西山晴霁一登楼。琉璃装世界，金粉饰神州。
玉楼春 元夜,近现代末当代初,张伯驹,金吾衙外香尘绕，玉照堂前歌管闹。帘开灯上月初来，柳暖梅寒春正好。清光从未嫌人老，欢乐不教成懊恼。今年才见一回圆，已为良宵拚醉倒。
琵琶仙 题君坦画桃花扇子和原韵,近现代末当代初,张伯驹,肠断天涯，乍惊见满眼愁红痴碧。帘外双燕归来，东风换消息。前梦渺、刘郎再至，可还似、去年颜色。半倚斜阳，无言有恨，谁解心迹？几番是、流水光阴，又啼鴂声中过寒食。灯舫旧时秋扇，送繁华如瞥。输却了、江山一局，剩血痕、点点犹热。对影身世相敛，忍教轻撷。
踏青游 依清真韵,近现代末当代初,张伯驹,翠色春郊，飞尘霁风吹晓。又目断、黏天芳草。踏青游，寻旧侣，半成猿岛。但觉得、今年杏花匆匆，一霎只余斜照。久客无家，还思卜邻琼岛。望咫尺、波澜萦绕。幻春灯，经见惯，浮云多少。忆昔日、翩翩玉鞭金勒，羞与少年人道。
雨中花慢 槐花,近现代末当代初,张伯驹,几日炎熏过暑，乍减婆娑。细蕊遮叶。怕西风吹坠，却妨车毂。那似杨花轻薄，差比桂粟堆积。看万家烟雨，密密蒙蒙，一天黄雪。缤纷辇道，寂寞宫城，影带昭阳鸦色。天宝事、凄凉空听，郁轮袍曲。抱恨蝉声断续，名场催老忙客。早南柯梦醒，北窗高枕，不问何国。
一萼红 蓼花和君坦韵,近现代末当代初,张伯驹,映渔灯，点胭脂冷艳，红上采莲舲。醉染霜容，愁添秋色，簇簇枝袅寒馨。写图画、萧疏水国，催雁信、烟雨晚冥冥。断岸枫飘，暮江苹老，剩此伶俜。回首天涯摇落，又西风昨夜，吹散池萍。貂绩堪羞，鸥盟谁主，弹指一霎须惊。但空忆，芦中人远，恁扁舟、蓑笠避浮名。试看江湖满地，秋也无情。
疏影 牵牛花和君坦韵,近现代末当代初,张伯驹,早凉透褶，正月痕似洗，梧庭幽洁。冷淡秋花，自整霜容，不逐东风媚春悦。断续寒砧乍寂，珠箔外、疏星未灭。道昨夜、乞巧楼头，簪爱女儿黠。屋角啼残络纬，短篱颤朵朵，凝泪轻撷。子午莲开，夜合香浓，一样芳心清绝。深描浅画谁相赏，却输与、黄华红叶。但露行、未耐朝阳，避面肯招闲蝶。
琐窗寒 寒流和君坦韵,近现代末当代初,张伯驹,月色侵冰，潮音动地，簸寒天半。玉门不阻，一夜雪飞如扇。料明驼、指僵冻呵，琵琶莫拆胡沙怨。看黯云似幕，关河寥廓，雁声凄断。幽馆，孤吟惯。奈活火难温，薄衾失暖。残更消寂，落叶寒林庭院。又今年、重五闰逢，日长小岁春更远。最相怜、耐冷梅花，盼待东风转。
小重山 冬至日集饮赏腊梅和君坦韵,近现代末当代初,张伯驹,琥珀流光照酒卮。一年今又见，乍开时。线长渐觉日迟迟。飞灰动，早有暗香知。蕊破向阳枝。春容先腊意，两相持。花前低唱小红词。银灯外，疑是闹蛾儿。
玉烛新 卧雪图和君坦韵,近现代末当代初,张伯驹,随流山影驶，看幻态云容，照来清泚。雪明断岸，琼瑶碎、直到园池阶次。远林霁景，只粉碧、营邱能似。教载酒、乘兴剡溪，扁舟戴家谁至？深埋车辙无踪，但独守梅花，不知何世。武陵犬吠，问门外，那有渔人来此？江山尺咫，送梦里、光阴过翅。还领悟、数点天心，春回冻蕊。
东风第一枝 和敏庵锦城除夕韵,近现代末当代初,张伯驹,爆竹催春，灯花送夕，一家千里孤馆。故乡梦阻关河，异客情分冰炭。牵衣儿女，尚未解、长安萦念。听隔邻、彻夜欢声，争羡酒香炉暖。雪初霁，梅英照眼。风不冷、柳丝掠面。桃符都换新楣，燕巢还寻旧苑。芙蓉江上，望云榭、如遮重幔。想此心、早到京华，飞过水千山万。
浣溪沙 题谢稚柳为正刚写春愁图,近现代末当代初,张伯驹,一夜东风上柳条，沙堤土暖长芦苗，青山淡淡水迢迢。背后斜阳随地尽，眼前芳草接天高，愁心暗付往来潮。
陌上花,近现代末当代初,张伯驹,行云逝水，东风吹老，少年歌舞。酒醒更阑，唯有梦时来去。未寻往事肠先断，隔槛怕听鹦鹉。忆销魂最是，画楼斜日，绿窗疏雨。恁春来太早，花开陌上，不管人归何处。路远天涯，草色更无重数。冶游几日芳菲地，都换浮萍飞絮。把心期细问，多情脉脉，欲言谁诉？
一枝春 雨中杏花,近现代末当代初,张伯驹,点点残更，小楼中、睡起挑灯听惯。清明过了，更是江南魂断。啼妆泪洗，也难认、晕潮浓淡。应料得、深巷明朝，早有卖花声贱。蒙蒙雾光霞艳。看痕凝粉颊，香融脂面。雕阑半倚，对语去年双燕。轻寒似许，莫教那、鹁鸪晴唤。还只怕、天换风沙，故宫梦远。
天香 雨中牡丹,近现代末当代初,张伯驹,酣酒眠醒，试汤浴罢，扶时欲起犹困。翠幕堆烟，红潮卷浪，晓看隔帘痕晕。楼台锦绣，渲染似、谁家画本。珠汗脂香逐队，吴宫演成图阵。轻梳柳丝未整，总难绾、廿番风信。怕到午晴天气，露华飘尽。便是春回有准。可忍使、倾城对衰鬓。一曲闻铃，歌来也恨。
满庭芳 太平花,近现代末当代初,张伯驹,宝绘堂空，金炉烟冷，帘帷暗藉尘沙。不知亡国，犹放太平花。烽火年年五月，传风鹤、时动哀笳。平生自，干戈见惯，飘泊在天涯。嫔妃都散尽，昭阳影带，只剩宫鸦。望青城蜀道，水远山斜。内苑分来异种，如今是、开遍家家。看兵气，光销日月，长与门繁华。
瑶华 承泽园将易主时荷花盛开邀词集同人饮赏,近现代末当代初,张伯驹,一花一叶，绿意红情，是人间空色。轻房密尽，曾覆护、波底鸳鸯双翼。繁华几日，便说到、西风消息。算自来、苦在秋心，识得许多炎热。朱门屡换衣冠，剩歌舞楼台，池头凝碧。蓬瀛旧侣，回首处、觅梦又成今昔。何须是主，趁雨夕、续欢顷刻。看此身、天地浮鸥，为问谁人非客。
望海潮 青岛台风过后观潮,近现代末当代初,张伯驹,鲸波吞日，蛟涎吹雾，滔天势欲横流。鼍鼓地摇，神旗电闪，萧萧万马惊秋。飞雨卷齐州。看黑风水立，白浪山浮。海表苍茫，微身一粟梦蜉蝣。扶阑放眼登楼。纵银河倒泻，不浣清愁。归思箭端，雄心弩末，千斤难射潮头。好待霁光收。又分离断雁，来去闲鸥。检点囊中，半残图稿画沧州。
海天阔处 青岛海水浴场,近现代末当代初,张伯驹,暖沙细踏如茵，雪明一线潮来去。青天戴笠，碧波涵镜，四山环堵。海气迎凉，秋阳不炙，午风清暑。似昆池教战，嬉游逐队，惊鳒鲽，轻鸥鹭。形秽故人如故。笑京华、十年尘土。沧溟万里，濯缨濯足，歌残珊树。何用乘桴，只须泛泛，随波容与。怕穿涛破浪，晶宫水底，惹蛟龙怒。
五福降中天 青岛公园五福楼茗话,近现代末当代初,张伯驹,水风凉处迎新雨，鸣蝉到秋惊晚。自藕香清，紫薇红碎，万绿丛中一点。林高碍眼，看小径苔深，曲通幽馆。海气山容，天开图画自舒卷。茶寮清坐话旧，忆春明梦影，多少离念。物换情迁，年来岁去，人似寒潮展转。羁怀更懒，怕北雁南云，又成凄黯。等是飘零，杨花心共远。
人月圆 余居效墅四度中秋癸巳园易主中秋夕居城适济南关友声君来小酌同赏月因赋,近现代末当代初,张伯驹,百年几换楼台主，明月自团圆。清辉到处，千门万户，不问谁边。思家张翰，无家张俭，等是痴颠。但能有酒，又能有客，同赏同欢。
