"题目","朝代","作者","内容"
"中元后二日","金","师拓","暑谢凉生际，庭虚雨过时。天长云断续，风急树离披。世态贫逾薄，秋光老易悲。燕城寒事早，还与旧貂期。"
"和张叔献题首善阁","金","师拓","岧峣飞阁与云齐，来凭脩栏日转西。秦客此时愁欲醉，陇山何处望浑迷。九天花鸟催春事，千里风烟入莫题。久怕殊方看节物，不知今日在丹梯。"
"闻砧","金","郦权","玉关消息到长安，处处砧声捣夜阑。想得月残哀响断，一灯清泪剪刀寒。"
"夷门遣怀","金","郦权","梁园花木艳精神，尽属东风点缀人。雪压老梅香不起，问君消得几多春。"
"西游杂诗","金","郦权","茅店鸡声外，柴车犬吠间。疏星涵积水，残月堕昏山。好梦人何在，秋风我独还。梨园有名酒，聊此慰间关。"
"慈恩寺塔","金","郦权","慈恩石刻半公卿，时遇闻人为指名。龙虎榜中休著眼，一篇俚赋误平生。"
"木樨","金","郦权","菊小未堪摘，荒池悴芙蕖。穷秋不慰眼，幽独将焉如。殷勤蕊宫子，种桂庭之除。乘閒弄馀花，散落荒山隅。从兹云月裔，漂泊生江湖。娟娟耐冻枝，便与群芳殊。琉璃剪芳葆，蛾黄拂仙裾。唾袖花点碧，漱金粟生肤。好风一披拂，九里香萦纡。兰蕙不敢友，荃荪正僮奴。妄意此尤物，化工异吹嘘。不然九天香，安得独付渠。托物寄深缊，古今一三闾。收揽名草木，自比君子徒。惟兹不挂口，无乃圣不居。抑夫古简编，断缺秦火馀。君看齐鲁臣，史笔逸其书。惜哉不可晓，临风为嗟吁。尤怜元祐前，不及附欧苏。末路益可惜，例进宣和初。仙根岂易致，百死不一苏。昔游汴离宫，识此倾城姝。摩挲三品石，尚想狎客娱。却后十五年，微霜半粘须。一枝再经眼，相对怜羁孤。不知苦何事，玉骨乃尔癯。故人怜我老，尺书远招呼。要趁秋香浓，共此碧玉壶。遥知婵娟客，与我笑一俱。"
"竹林寺矮松","金","郦权","苍烟霭山曲，回溪抱脩筠。中藏古佛宫，荒僻无四邻。灵松插殿脚，偃蹇今几春。何年霹雳雨，抉石搜潜鳞。谪重飞举难，堕此蜿蜒身。联拳缩爪股，气屈不得伸。卧枝老无力，支撑藉樵薪。无风自悲吟，失水固不神。安知才不才，祸福了已分。南山耸千嶂，直干排风云。正以中绳墨，中道遭斧斤。岂知无用资，千岁保其真。何必求先容，养此老囷轮。我亦爱奇节，岁晏守贱贫。他时来汝伴，露顶挂葛巾。"
"自鹤壁游善应洹山","金","郦权","清晨发鹤山，瘦马陵峻岭。春风吹雪谷，朝雾湿云影。羊肠抱倾崖，绝壑如下井。硖关山却立，老眼入绝境。人家跨清溪，桑柘郁数顷。西行复几里，嵓谷栖短景。穷溪水源清，溜溜如细绠。下流泉满山，势合久方骋。滩光落镜明，岚气霏雨冷。何年凿青壁，两佛入禅定。残僧久零落，遗塔寄烟瞑。荒凉布金地，杂遝樵牧径。同游成六逸，轰饮助高兴。留连更坐卧，谈笑发嘲咏。感物复叹嗟，醉语忽径廷。青山不爱宝，岁岁出矾矿。公场沸千夫，利井供百鼎。谁开争夺源，败此丘壑胜。颇思呼有力，掷入万里迥。天神定笑我，痴绝谩生瘿。长怀古畸人，飞梦绕箕颍。"
"八渡崖","金","郦权","奔湍百折似蟠虬，响入山根汇复流。咫尺苍崖溪八渡，等閒藜杖我频游。层崖障日樵声晚，寒谷呼风树影秋。安得剩栽溪上竹，一庵领尽两山幽。"
"留仲泽","金","郦权","朝衫酒湿紫宸霞，暂辍旌旗拥使华。驰马弯弓真将种，载书囊笔自名家。江湖万里春回雁，燕赵千林月满花。明日升沈便霄壤，更留玉树倚蒹葭。"
"寄唐州幕官刘无党","金","郦权","白发青衫宦苦卑，边荒谁识凤麟姿。河西落魄高书记，剑外清贫杜拾遗。紫玉山高传楚梦，蠙珠渊静照黄陂。禁中颇牧他年事，先遣江淮草木知。"
"除夜","金","郦权","殊方节物老堪惊，病怯诸邻爆竹声。梨栗异时乡国梦，琴书此夕故人情。眼看历日悲存殁，泪溅屠苏忆弟兄。白发明朝四十七，又随春草一番生。"
"七夕","金","郦权","缥缈针楼外，天教彩羽过。步云榆送影，拂月桂交柯。绣缕萦芳袂，瓜莲得巧梭。嫦娥如解妒，还与试斜河。"
"裴公亭","金","郦权","十里莲塘际碧山，入潭无数竹根泉。诗狂欲洒亭间壁，却愧文公与乐天。"
"郊行二首 其一","金","郦权","十里脩篁翠拂天，青田漠漠水溅溅。高林忽断惊回首，不觉奇峰堕眼前。"
"郊行二首 其二","金","郦权","溪桥纳纳马蹄轻，竹里人家犬吠声。行尽滩光溪路黑，隔林灯火夜深明。"
"阳春门堤上","金","杨云翼","薄薄晴云漏日高，雪消土脉润如膏。东风可是多才思，先送轻黄到柳梢。"
"光林寺","金","杨云翼","烟浮霜塔闭禅关，今落先生杖屦间。碧水同来弄明月，黄尘不解污青山。因缘多自成三宿，物我终同付八还。欲识光林全体露，松花落尽岭云閒。"
"上白塔寺","金","杨云翼","睡饱枝筇彻上方，门前山好更斜阳。苔连碧色龟趺古，松落轻花鹤梦香。身世穷通皆幻影，山林朝市自閒忙。帘幡不动天风静，莫听铃中替戾冈。"
"闻韶图","金","杨云翼","千古神交寄至音，闻韶想见圣人心。容声便落筌蹄外，后学休从肉味寻。"
"张广文消摇堂","金","杨云翼","方寸閒田了万缘，大空物物自翛然。鹤凫长短无馀性，鹏鴳高低各一天。身内江湖从濩落，眼前瓦砾尽虚圆。叩门欲问姑山事，龙瞽由来愧叔连。"
"侯右丞云溪","金","杨云翼","功成何许觅菟裘，天地云溪一钓舟。梦破烦襟濯明月，诗成醉耳枕寒流。西风归兴随黄鹄，皎日盟言信白鸥。政恐苍生未忘在，草堂才得画中游。"
"大秦寺","金","杨云翼","寺废基空在，人归地自閒。绿苔昏碧瓦，白塔映青山。暗谷行云度，苍烟独鸟还。唤回尘土梦，聊此弄澄湾。"
"蔡村道中","金","杨云翼","水连深竹竹连沙，村落萧萧巳莫鸦。行尽画图三十里，青山影里见人家。"
"戴松画牛","金","杨云翼","春草原头雨湿烟，夕阳渡口水吞天。披图坐我风蓑底，一梦长林二十年。"
"回文","金","杨云翼","梧井落花秋寂寂，竹窗摇月夜沈沈。孤鸾舞处回肠断，远雁来时别恨深。"
"烟雨","金","杨云翼","凉气先秋至，重阴接望迷。有无山远近，浓澹树高低。鸟雀枝间露，牛羊舍北泥。支颐政愁绝，风雨过前溪。"
"和吕介甫","金","杨云翼","山下三秋雨，山中六月凉。树林溪谷暗，花药小阑香。梦破风开卷，诗成鸟送觞。红尘多内热，政尔救头忙。"
"漫兴","金","杨云翼","乍寒帘幕一灯青，从臾羁情尔许清。叶拥西风秋有思，天垂北斗夜无声。吟蛬绕梦家千里，过雁连愁月四更。寄语黄华耐岑寂，好看霜蕊到归程。"
"双成寺中登楼","金","杨云翼","云意生阴晚不收，西风疏雨一江秋。画图忽上阑干角，隐隐平湾转钓舟。"
"父老","金","杨云翼","老去宦情薄，秋来乡思多。遥怜桑垄在，无奈棘林何。白水青沙谷，黄云赤土坡。几时随父老，社酒太平歌。"
"应制雪诗","金","杨云翼","阴云破腊不曾晴，瑞雪随风落五更。积玉未平鳷鹊瓦，飞花先满凤皇城。润深农亩千畴绿，尘压龙沙万里清。最好寿杯浮喜色，明年洗眼看升平。"
"元日","金","杨云翼","香灺犹馀去岁烟，五更斗柄已回天。来从天外春何早，俵向人间老不偏。莫问流光似流水，且从今日数今年。东风五十七年梦，梦觉还惊雪满颠。"
"太一湫","金","杨云翼","四崖环抱镜光平，数亩澄泓石底清。寒入井头千丈雪，净涵嵓际一天星。傍人争出鱼依势，衔叶飞来鸟护灵。日日东风送潮出，只应绝顶透沧溟。"
"应制白兔","金","杨云翼","圣德如天物效祥，褐夫新赐雪衣裳。光摇玉斗三千大，气傲金风五百霜。禁籞合栖瑶草影，御炉犹认桂枝香。中兴庆事光图谍，黼坐齐称万寿觞。"
"李平甫为裕之画系舟山图閒閒公有诗某亦继作","金","杨云翼","名利走朝市，山居良独难。况复山中人，读书不求官。东嵓有佳致，书室方丈宽。彼美元夫子，学道如观澜。孔孟泽有馀，曾颜膏未残。向来种德深，直与山根蟠。之子起其门，孤凤骞羽翰。计偕聊尔耳，平步青云端。朅来游京师，士子拭目观。礼部天下士，文盟今欧韩。一见折行辈，殆如平生欢。舞雩咏春风，期著曾点冠。五言造平淡，许上苏州坛。我尝读子诗，一倡而三叹。世人非无才，多为才所谩。高者足诋诃，下者或辛酸。吾子忠厚姿，不受薄俗漫。晴云意自高，渊水声无湍。他日传吾道，政要才行完。会使兹山名，与子俱不刊。"
"赤壁风月笛图","金","李纯甫","钲鼓掀天旗脚红，老狐胆落武昌东。书生那得麾白羽，谁识潭潭盖世雄。裕陵果用轼为将，黄河倒捲湔西戎。却教载酒月明中，船尾呜呜一笛风。九原唤起周公瑾，笑煞儋州秃鬓翁。"
"送李经","金","李纯甫","髯张元是人中雄，喜如俊鹘盘秋空。怒如怪兽拔古松，老我不敢婴其锋。更著短周时缓颊，智囊无底眼如月。斫头不屈面如铁，一说未穷复一说。勍敌相扼已铮铮，二豪同军又连衡。屏山直欲把降旌，不意人间有阿经。阿经瑰奇天下士，笔头风雨三千字。醉倒谪仙元不死，时借奇兵攻二子。纵饮高歌燕市中，相视一笑生春风。人憎鬼妒愁天公，径夺吾弟还辽东。短周醉别默无语，髯张亦作冲冠怒。阿经老泪如秋雨，只有屏山拔剑舞。拔剑舞，击剑歌，人非麋鹿将如何。秋天万里一明月，西风吹梦飞关河。此心耿耿轩辕镜，底用儿女肩相摩。有智无智三十里，眉睫之间见吾弟。"
"为蝉解嘲","金","李纯甫","老蜣破衲染尘缁，转丸如转造物儿。道在矢溺传有之，定中幻出婵娟姿。金仙未解羽人尸，吸风饮露巢一枝。倚杖而吟如惠施，字字皆以心为师。千偈澜翻无了时，关楗不落诗人诗。屏山参透此一机，髯弟皤兄何见疑。此理入玄人得知，髯弟恐我餐却西山秀，皤兄劝我吸却壶卢溪。因蝉倩我问渠伊，快掉葛藤复是谁，髯弟绝倒皤兄嘻。"
"灞陵风雪","金","李纯甫","君不见浣花老人醉归图，熊儿捉辔骥子扶。又不见玉川先生一绝句，健倒莓苔三四五。蹇驴驼著尽诗仙，短策长鞭似有缘。政在灞陵风雪里，管是襄阳孟浩然。官家放归殊不恶，蹇驴大胜扬州鹤。莫爱东华门外软红尘，席帽乌靴老却人。"
"赠高仲常","金","李纯甫","借问高书记，南征又北征。从军元自乐，游子若为情。笔下三千牍，胸中百万兵。伤弓良小怯，弹铗竟何成。惨淡风尘际，悲凉鼓角声。别家四十日，并塞两三程。斗绝牛皮岭，荒寒燕赐城。吟边白鸟没，醉里莫云横。感慨悲王粲，颠狂笑祢衡。虎贲多将种，底用两书生。"
"画兔","金","李纯甫","三窟言何鄙，中林计未疏。贫而长衣褐，老矣不中书。捣药元无死，忘蹄始见渠。子皮今尚在，遗像岂陶朱。"
"猫饮酒","金","李纯甫","枯肠痛饮如犀首，奇骨当封似虎头。尝笑庙谋空食肉，何如天隐且糟丘。书生幸免翻盆恼，老婢仍无触鼎忧。只向北门长卧护，也应消得醉乡侯。"
"孙卿子","金","李纯甫","诸儒谈性尽归情，谁信黄河彻底清。未到昆崙源上见，且休容易小荀卿。"
"谢安石","金","李纯甫","阿坚休道不英雄，儿辈俄成盖世功。屐齿折时渠自省，至今人解笑桓冲。"
"魏徵","金","李纯甫","健儿摇足据山东，李氏家居太半空。贞观力排封建议，魏徵元只是田公。"
"老苏","金","李纯甫","宋季人忧大瓠穿，敢留金币不输边。权书更信苏家策，剩费青苗几倍钱。"
"偶得","金","李纯甫","包裹青衫已十年，聪明更觉不如前。簿书丛里先抽手，鼓笛场中少息肩。瓶底剩储元亮粟，叉头高挂老坡钱。会须著我屏山下，了却平生不问天。"
"杂诗六首 其一","金","李纯甫","颠倒三生梦，飞沈万劫心。乾坤头至踵，混沌古犹今。黑白无真色，宫商岂至音。维摩懒开口，枝上一蝉吟。"
"杂诗六首 其二","金","李纯甫","乾坤大聚落，今古小朝昏。诸子蝇钻纸，群雄虱处裈。一心还入道，万物自归根。却笑幽忧客，空招楚些魂。"
"杂诗六首 其三","金","李纯甫","丹凤翔金鼎，苍龙戏玉池。心源澄似水，鼻息细於丝。枕上山川好，壶中日月迟。神仙学道者，那许小儿知。"
"杂诗六首 其四","金","李纯甫","空译流沙语，难参少室禅。泥牛耕海底，玉犬吠云边。仰峤圆茶梦，曹山放酒颠。书生眼如月，休被衲僧穿。"
"杂诗六首 其五","金","李纯甫","狡兔留三窟，猕猴戏六窗。情田锄宿草，心月印澄江。酒戒何曾破，诗魔先已降。雄蜂雌蛱蝶，正自不成双。"
"杂诗六首 其六","金","李纯甫","道义富无敌，诗书贵不赀。浮生几两屐，狂乐一絇丝。豪侠非吾友，臞儒即我师。谁知茅屋底，元自有男儿。"
"赵宜之愚轩","金","李纯甫","羿穷射杀金毕逋，老卢磔杀玉蟾蜍。朝夕相避昆崙墟，忽见天公一目枯。尘昏土眯万万古，云眵雨泪寒模糊。嗟哉区中人，么么如蚍蜉。书生不惜两瞳子，长使看书如老奴。水部一奇士，西河君子儒。二公正坐诗作祟，得句令人不敢书。先生有胆乃许大，落笔突兀无黄初。轩昂学古澹，家法出关雎。暗中摸索出奇语，字字不减琼瑶琚。神憎鬼妒天公狙，戏将片云翳玄珠。九窍凿开混沌死，罔象未必输离朱。静埽空花万病除，一片苦心含太虚。屏山有眼不如无，安得恰似愚轩愚，安得恰似愚轩愚。"
"马图同裕之赋","金","李纯甫","天马飞来不苦难，云屯万骑开元间。太平有象韩生笔，曾见真龙如此閒。"
"瓢庵","金","李纯甫","书生只合饱黄齑，大嚼屠门计似痴。壁上七弦元自雅，囊中五字更须奇。横陈已觉如嚼蜡，皆醉何妨独啜醨。此味欲谈舌本强，如人饮水只渠知。"
"刘宋","金","李纯甫","六十衰翁血打围，深山赤手搏熊罴。子孙只解相鱼肉，辛苦知他为阿谁。"
"怪松谣","金","李纯甫","阿谁栽汝来几时，轮囷拥肿苍虬姿。鳞皴百怪雄牙髭，拿空夭矫蟠枯枝。疑是秘魔嵓中老慵物，旱火烧天鞭不出。睡中失却照海珠，羞入黄泉蜕其骨。石钳沙锢汗且僵，埋头卧角政摧藏。试与摩挲定何似，怒我枨触须髯张。壮士囚缚不得住，神物世间无著处。堤防夜半雷破山，尾血淋漓飞却去。"
"虞舜卿送橙酒","金","李纯甫","屏山持律不作诗，砚尘笔秃萦蛛丝。枯肠燥吻思戛戛，法当以酒疏瀹之。何物督邮风味恶，枨触閒愁无处著。苦思新酿压橙香，世间那有扬州鹤。乞诗送酒并柴门，瀛洲仙裔令公孙。肺肠愤痒芒角出，倾泻长句如翻盆。怪汝胸中云梦大，老我眼皮危塞破。径呼短李与黔王，快取锦囊收玉唾。"
"偶读贾达之邀饭帖有感作诗哭之","金","史肃","微官已叹鸾栖屈，异事俄传鵩告凶。彩笔书来墨痕湿，玉楼人去酒尊空。当时快意牛心炙，今日伤怀马鬣封。一幅铭旌送哀挽，白杨萧索九原风。"
"河上","金","史肃","堤外三竿日，河边八尺泥。夜风喧马枥，秋露冷鸡栖。岁月吾生老，关山客梦迷。故园桃李树，摇荡不成蹊。"
"别张信夫","金","史肃","破垒残星没，寒城晓角孤。天低云错莫，野旷雪模糊。小市千钱米，征人丈八殳。边愁故未已，不敢恨长途。"
"别怀玉","金","史肃","官曹不着市门仙，绿发匆匆换少年。惯作簿书尘里梦，愧无山水窟中缘。蜂腰鹤膝曾搜句，兔角龟毛不论禅。此别相思渺何许，一川山色雁连天。"
"山阴县","金","史肃","涌云驱雨不成霖，山径危行未要深。午梦初回乌鸟乐，小亭斜日柳阴阴。"
"方丈坐中","金","史肃","纸本功名直几钱，何如付与北窗眠。诗书作我閒中地，风月知人醉里天。水底游鱼真见性，树头语鸟小参禅。平生习气莲华社，一炷香前结后缘。"
"早出遵化","金","史肃","朝来对酒不能觞，看尽西风去鸟行。山好未忘三日雅，诗穷赢得一秋忙。强颜红叶自由舞，野性黄花无赖香。多谢殷勤暮云影，更留淡墨写溪光。"
"宿睦村","金","史肃","阑干河汉已西倾，独坐披衣过五更。檐马丁东风外响，田车历辘月中行。忘形沙鸟知人意，窣地山云不世情。露草霜筠有幽意，诗题分付候虫声。"
"次韵安之饮酒","金","史肃","日上南窗已数竿，醉头扶起不巾冠。欲开社瓮多招客，先乞兵厨暂补官。玩世唯知酒功圣，藏身无似醉乡宽。麒麟阁上功名字，不博生前一笑欢。"
"过九里山","金","史肃","断蛇扛鼎两争雄，陈迹荒凉万事空。今日山前无过客，数株衰柳管秋风。"
"道傍柳","金","史肃","秋霜一何严，凋此道傍柳。残枝几叶在，其势不得久。忆昨三春时，濯洗烟雨后。弄姿舞婆娑，劝我一杯酒。别后遽能几，忽忽成老丑。人生非金石，长短百年寿。功名与富贵，于身亦何有。古人随物化，今已柳生肘。我独何为哉，穷年事奔走。长堤隐落月，驻马一回首。春风柳梢黄，定得西归否。"
"登悯忠寺阁","金","史肃","净宇怀超想，层梯企俊游。喧卑三界尽，制作六丁愁。聚土閒童子，移山老比丘。能除分外见，寸木即岑楼。"
"读传灯录","金","史肃","闭户懒不出，真成住夏僧。肝肠虽自苦，面目得人憎。处世若大梦，学禅犹小乘。早知文字误，更用读传灯。"
"夏夜","金","史肃","一雨昭苏外，群山宴寂中。移床就佳月，引袂纳凉风。蜗舍怜渠小，蚊雷讶许同。幽怀閟清境，舒啸夜将终。"
"物化","金","史肃","物化能忘我，天游不用心。膻香群蚁聚，树静一蝉吟。败井劳深汲，荒庭阙近寻。枕书聊假息，夕日半墙阴。"
"立秋日","金","史肃","旧谷催新谷，今秋似去秋。年衰犹健饭，官达也穷愁。树鸟依依宿，檐萤细细流。个中诗句在，倚杖得冥搜。"
"感兴","金","史肃","避俗嫌高绝，干荣耻盗誇。居贫偶从仕，学道不忘家。树果蕃秋实，园葵粲晚花。一轩吾事了，无意竞纷华。"
"偶书","金","史肃","东风数点梨花雪，吹我伤春万里心。知有高亭堪眺远，惜无佳客共登临。晴云入户团倾盖，飞鸟随人作好音。寒食清明少天色，孤居未要酒杯深。"
"放言二首 其一","金","史肃","莲社从来说陶远，竹林今不数山王。家鸡野鹜何须较，秋菊春兰各自芳。"
"放言二首 其二","金","史肃","清风明月无人管，茶鼎薰炉与客同。壮岁羞为褦襶子，而今却羡嗫嚅翁。"
"晓出东卢","金","史肃","谷口子真隐，水滨韦氏庄。鸥鹇宾客对，鸿雁弟兄行。小圃丛生竹，平林半是桑。朝阳生野渡，湿尽马蹄霜。"
"次张信夫韵","金","史肃","绛帐先生寄一州，不教文字到横流。草玄只拟关门坐，好事应从载酒游。虎穴已曾探虎子，龙沟未信出龙头。锦囊诗句年来满，供尽閒花野草愁。"
"发脱","金","史肃","年年道路少清欢，处处葵蔬馈薄餐。月色过窗同夜梦，霜华著壁独朝寒。求医未有诗千首，破老惟消竹数竿。衰发从今不须脱，少留衰白戴黄冠。"
"立秋日","金","史肃","畏景流庭过，凉飔即坐来。物随时共换，人觉老相催。憩蝶依丛稳，嘶蝉抱树哀。玉簪香好在，墙角几枝开。"
"复斋","金","史肃","居士年来一复斋，驯庭鸟雀绝惊猜。雨添窗下砚池满，风揭床头书卷开。身似卧轮无伎俩，心如明镜不尘埃。纷纷宠辱人间世，付与浮云任去来。"
"北潭","金","史肃","竹阴松影玉葱茏，十里平堤一径通。碧水乍开新镜面，青山都是好屏风。寒蝉高鸟清愁外，折苇枯荷小景中。酒力未多秋兴逸，夕阳聊贷半林红。"
"晚兴","金","史肃","秋虫已息又还吟，晚雨初晴又作阴。水面微风掠苍玉，云头落日缘黄金。年丰酒价应须贱，睡起茶瓯未要深。人道双清到心迹，年来无迹亦无心。"
"杂诗 其一","金","史肃","春江日暖舞清涟，客舍萧萧一缕烟。幽鸟隔林招我醉，小桃当户为谁妍。禅心已作沾泥絮，诗思浑如上水船。却是官閒得无事，一帘红雨枕书眠。"
"杂诗 其二","金","史肃","南皮城下荒秋草，说是当日燕支台。世事翻腾只如此，吾生弃置已焉哉。迎风紫苋因循老，背日黄花次第开。独夜不眠思阿谢，白羊如驾小车来。"
"春雪","金","史肃","丰年不救两河饥，腊尽才看小雪飞。漫说春来膏泽好，其如垄上麦苗稀。空花只解惊愁眼，湿絮宁堪补败衣。颇笑西台瘖御史，日斜骑马踏泥归。"
"渭南县斋秋雨","金","萧贡","穴床撑拄小窗前，一点青灯照不眠。檐溜淙琤风淅沥，嫩凉如水夜如年。"
"假梅","金","萧贡","绿窗娇小似梅人，素手东风巧思新。鸾尾剪裁千颗雪，蜂脾点缀一家春。长教客枕生幽思，不逐林花委路尘。莫道去非诗破的，兔毫那解写花真。"
"临泉道中","金","萧贡","半世事行役，兹游初未经。峡门迷白昼，岭脊上青冥。涧曲莓苔滑，松盘雾雨溟。登危人局蹐，涉险马竛竮。落日留行客，投鞭得驿亭。短墙明积雪，破屋漏疏星。羌笛谁三弄，羁怀强一听。葭芦知不远，河外数峰青。"
"自感","金","萧贡","形骸付与甄陶外，祸福难防倚伏前。孔雀若知牛有角，应须忍渴过寒泉。"
"荒田拟白乐天","金","萧贡","荒田几岁阙人耕，欲种糜荞趁晚晴。急手剪除荆与棘，一科才了十科生。"
"乐府崔生","金","萧贡","徽门昼暖柳啼鸦，兰閤窗深月照纱。腰素轻盈珠衱稳，鬓云松乱玉钗斜。春风一去空陈迹，暮雨三生只当家。自倚广平肠似石，不妨绮语赋梅花。"
"米元章大字卷","金","萧贡","颜杨死去谁补处，米狂笔力未可涯。追摹古人得高趣，别出新意成一家。老蛟?云肉倔强，枯树渍雪冰楂牙。九原裴说如可作，应有新诗三叹嗟。"
"杨侯画晋公临江赏梅乐天与鸟窠禅师汎舟谈玄不顾而去戏为一绝以代晋公招乐天同饮云","金","萧贡","明妆冷蕊两清新，面缬浮光数爵频。?拭风前寒鼻液，快来同醉雪中春。"
"汉歌","金","萧贡","华阴双璧传山鬼，报道明年祖龙死。草间豪杰伺天时，攘袖抚衿争欲起。丛祠篝火妖狐语，夥涉为王张大楚。南公旧有三户谣，东井新看五星聚。中原茫茫走秦鹿，天遣沛公兴白屋。大蛇斩断素灵号，蚩尤祭罢朱旗矗。朅来扶义入关中，恩结人心帝道隆。秦法烦苛犹一洗，项王剽悍何劳攻。三杰相须立人纪，四老仍来安太子。已令陆贾说诗书，更诏孙通制仪礼。阿翁着手规摹远，独恨儿孙读城旦。王纯霸杂宁不知，不是不知知已晚。"
"楚歌","金","萧贡","沙丘车过亡明镜，人头畜鸣自贤圣。阿房殿里醉宫娃，赵高手中持国柄。群雄云扰荡山东，邯郸却堕秦围中。项王一战动天地，诸侯膝行趋下风。割裂河山建侯国，天下畏威心不服。只贪衣绣荣楚猴，岂识金刀得秦鹿。楚歌一夜四面发，泣别虞姬歌数阕。残兵牢落似晨星，独骑凌兢踏寒月。乌江渡口方唤船，五侯追奔已江边。苦道天亡非战罪，剑化壮气成飞烟。君王雄武古无比，独无仁义谁相济。向能忠计资范增，未必汉家能卜世。谷城东头土一丘，悠悠遗恨何年休。"
"悲长平","金","萧贡","秦兵伏甲武安西，赵将非材战士携。千里阵云沉晓日，万家屋瓦震秋鼙。哀缠朽骨天应泣，怨入空山鸟不栖。百战区区竟何得，阿房烟草亦凄迷。"
"雒阳","金","萧贡","西来洛水绕崧高，野店荒村换市朝。董卓搜牢连数月，郭威夯市又三朝。劫灰深掘终难尽，鬼火争然忽自消。千古兴亡几春梦，只将閒话付渔樵。"
"中秋对月","金","萧贡","去年中秋客神京，露坐举杯邀月明。今年还对去年月，北风黄草辽西城。年年月色长清好，只有悲秋人易老。儿童不解忆长安，歌舞团圞绕翁媪。人生宦游真可怜，不知何处度明年。预愁老罢废诗酒，负此冰玉秋婵娟。我生万事随缘耳，居自无忧行亦喜。君不见杜子闺中只独看，鄜州寂寞千山里。"
"寄答张维中","金","萧贡","北辕千里赴陪都，日觉还家计愈疏。人事浮云千变化，宦途平地几崎岖。青山有约长回首，白发无情忽满梳。赖有同年老兄弟，相思时寄数行书。"
"保德州天桥","金","萧贡","郁郁风云入壮怀，天潢飞下碧崔嵬。两崖偪侧无十步，万顷逡巡纳一杯。溅沫纷纷跳乱雹，怒涛殷殷转晴雷。曾闻电火鱼烧尾，会趁桃花涨水来。"
"灵石县","金","萧贡","古道行人少，荒城乱石侵。天横机素直，河入土囊深。涧近云长润，山高日易沈。田翁乐丰岁，歌笑下崎嵚。"
"真容院","金","萧贡","魔宫佛界等空虚，此理何曾属有无。直向台山始相见，可中还有二文殊。"
"读火山瑩禅师诗卷","金","萧贡","长短都归一梦中，身前身后两无穷。李憕信士今如在，定向江湖访泽公。"
"君马白","金","萧贡","我马瘦，君马肥，我马虺隤君马飞。彫鞍宝校锦障泥，向风振迅长鸣嘶。一朝计落路傍儿，铜鬲为椁薪为衣。瘦马虽瘦骨骼奇，古人相马遗毛皮，千金一顾会有期。"
"陈宫词","金","萧贡","三阁花深白昼迷，酒催狎客赋宫词。管弦散落春风外，一曲金钗两鬓垂。"
"岢岚","金","萧贡","岢岚地势横三汊，河朔城墉挂一箕。紫塞高连寒日短，黄榆落尽长年悲。"
"按部道中二首 其一","金","萧贡","窟野河津水没腰，管岑官路雪封条。一年乐事能多少，强半光阴马上消。"
"按部道中二首 其二","金","萧贡","寒城睥睨插山隅，秋半霜风塞草枯。月转谯楼天未晓，角声吹彻小单于。"
"日观峰","金","萧贡","半夜东风搅邓林，三山银阙杳沉沉。洪波万里兼天涌，一点金乌出海心。"
"族兄才卿下第后赴宜禄酒官以诗寄之","金","萧贡","久期老距擅文埸，命压人头可得忙。两脚尘泥官业晚，十年灯火夜窗凉。霜添老叶山梨紫，雨浥寒花野菊香。南北相望无百里，几时尊酒涴离肠。"
"梨花","金","萧贡","丰姿閒淡洗妆慵，眉绿轻颦秀韵重。香惹梦魂云漠漠，光摇溪馆月溶溶。陈家乐府歌琼树，妃子春愁惨玉容。安得能诗韩吏部，郭西同去醉千钟。"
"后赵","金","萧贡","拟伦人物指高光，可笑枭雏不自量。正使成名皆竖子，英雄也未到君行。"
"古采莲曲","金","萧贡","洋洋长江水，渺渺涨平湖。田田青茄荷，艳艳红芙蕖。酣酣斜日外，苒苒凉风馀。茜茜谁家子，袅袅二八初。两两并轻舟，笑笑相招呼。悠悠波上鸳，泼泼蒲中鱼。采采不盈手，依依欲何如。"
"拟回文四首 其一","金","萧贡","春波绿处归鸿过，夜月明时飞鹊愁。人去附书将恨寄，莫山云断倚高楼。"
"拟回文四首 其二","金","萧贡","楼上却来楼下待，晚窗春尽断回肠。愁人有说嫌人问，泪洒新诗埽墨香。"
"拟回文四首 其三","金","萧贡","风幌半萦香篆细，碧窗斜影月笼纱。红灯夜对愁魂梦，老尽春庭满树花。"
"拟回文四首 其四","金","萧贡","萋萋碧草连天远，杳杳行人几日回。凄雨晚凉空坐久，泪妆残晕湿红腮。"
"李雁门","金","史公奕","天下三分二属梁，区区独木欲支唐。锦囊三矢传遗恨，不救朱三着赭黄。"
"雪谷晓装图","金","庞铸","溪流咽咽山昏昏，前山后山同一云。天公谈笑玉雪喷，散为花蕊白纷纷。诗翁瘦马之何许，忍冻吟诗太清古。老奴寒缩私自语，作奴莫比诗奴苦。木僵石老鸟不飞，山路益深诗益奇。老奴忍笑怜翁痴，不知嗜好乃尔为。杨侯胸中富丘壑，醉里笔端驱雪落。因何不把此诗翁，画向草堂深处着。"
"景骨城驿中夜雨","金","庞铸","画角边城莫，孤舂野水秋。一川霜树老，万叶雨声愁。自古谁青眼，劳生只白头。何时问渔父，容我一扁舟。"
