"题目","朝代","作者","内容"
"白发","金","桑之维","白发近年见，十中三两茎。半因愁攒出，多为病添成。梳里有时落，镊馀还又生。老知无可避，何处是功名。"
"下第过榆次","金","步元举","栖迟零落未归人，已坐无成更坐贫。意气敢论题柱客，晨昏多负倚门亲。囊空渐觉钱馀贯，衣敝翻饶虱满身。遥望秦关独惆怅，一天风雨落花春。"
"客舍","金","冯文叔","秃襟纳褐破书囊，十五年来客异乡。生事阱中摇虎尾，穷途天上转羊肠。三朝不遇冯唐老，半夜悲歌宁戚狂。独倚牛车望辽海，西风尘土鬓苍苍。"
"即事","金","张庭玉","乌鸢绕树山梨熟，蝴蝶穿花木槿开。赤脚城中借米去，苍头原上负薪来。"
"宝岩僧舍","金","宗道","寂寂钟鱼柏满轩，午风轻飏煮茶烟。西堂竟日无人到，只许山人借榻眠。"
"鲁村道中","金","鲜于溥","小桥沙路已堪图，更著衰翁跨蹇驴。暮霭似催寒日短，秋容仍带远林疏。雕盘平野黄榆落，兔走横冈白草枯。渐喜閒身远朝市，一年强半在村墟。"
"春日仿旧诗体","金","鲜于溥","年老逢春莫等閒，逢春能得几回看。插花尽要花枝满，把酒休辞酒盏乾。好向酒边留舞袖，不妨花外驻吟鞍。闻身健在须行乐，燕语莺啼春又残。"
"早发","金","鲜于溥","灯前梦断家千里，马上诗成月一痕。晨粥未烹官路远，隔林烟火是渔村。"
"超化","金","史士举","石根寒溜迸珠玑，寻丈惊看雪浪飞。我是玉川烟水客，暂来盘礴亦忘归。"
"晋祠","金","史士举","小桥流水竹萧森，竹里人家一径深。只欠东风小篱落，梅花疏淡月笼阴。"
"同东岩元先生论诗","金","王敏夫","林逋仙去几来年，惊见梅花第二篇。千岁冰霜松骨瘦，九秋风露鹤声圆。腾辉定出连城上，得趣知从太古前。邂逅茅斋话终夕，只疑人世改桑田。"
"李氏友云楼","金","王敏夫","雾幕烟迷十二栏，壶觞招我一跻攀。黄帘卷起湘川竹，分得西州数点山。"
"题扇头","金","王利宾","轻纱画竹雀，柄短不盈握。暑气正凭陵，清风一何邈。"
"送张安中还云中","金","孙益","相送还相送，临分手重分。骅骝欣得路，鸿雁惜离群。木落黄华露，城低紫塞云。中秋月正好，千里漫思君。"
"送门生赴省闱","金","郝天挺","青出于蓝青愈青，小年场屋便驰声。未饶徐淑早求举，却笑陆机迟得名。嗟我再衰空眊氉，喜君初筮已峥嵘。此行占取鳌头稳，平地烟霄属后生。"
"烧笋","金","孙邦杰","煨茁旧闻山谷语，劝耕还忆大苏诗。传将火候无多诀，留得天真又一奇。未放锦绷开束缚，已看玉版證茶毗。白麻初拜惊烧尾，见此应惭富贵痴。"
"送侯道士","金","张瓛","十年走南北，黄尘污人衣。翩翩夜啼乌，一枝无可依。问君何所如，凫舄东南飞。恨我不得往，失脚阱与机。从君知不能，一笑人间非。何水无蒲鱼，何山无蕨薇。终当拂衣去，往叩云山扉。"
"龙门","金","徐好问","疏凿而来道路通，行人万古翠微中。南山山寺题诗满，一字何曾到禹功。"
"夏日","金","吕大鹏","旋移石枕拂藤床，细洒槐阴趁晚凉。大地嗷嗷困炉鼎，老天不肯下残阳。"
"跋贾天升所藏段志宁山水","金","高永","苍壁云气涌，长松风雨寒。湍流擘山出，玉虹饮溪湾。胸中无云梦，笔底无江山。想见破墨初，布袖蛟龙蟠。壮观骇心魄，万象本自閒。寒斋静相对，远意空追攀。"
"忆旧","金","曹用之","花鸟巡檐唤晓晴，唤来和气满春城。春风二十年前客，煮酒青梅也后生。"
"红梅","金","赵达夫","西湖句好已成尘，蜡点都能几许春。乞与琼儿薄梳洗，才情留待月中人。"
"柳","金","赵达夫","杨柳搀春不耐秋，十分憔悴尽风流。水边沙际风烟冷，收拾残阳合暮愁。"
"杨花","金","邢安国","细点轻团转复飘，隋家堤岸灞陵桥。非绵非絮寒无用，如雪如霜暖不消。狂惹客衣知有恨，巧寻禅榻故相撩。陂塘回首浮萍满，依旧春风摆翠条。"
"过唐州西李口","金","邢安国","白沙翠竹溪上村，渔家卖鱼唤行人。西风吹皱一溪水，水光日影金鳞鳞。"
"感怀一首","金","张温","弥月不出门，出门沙涨东风昏。老树摆撼轰雷奔，鬼物叫啸山前村。侨居客子惊心魂，归来绕屋寻兰荪。兰荪落索灵苗髡，主人醉倒老瓦盆，衣袖半带淋漓痕。芸芸萧艾同归根，天生天杀何怨恩。糟床与翁共清浑，绝胜被发叫帝阍。"
"会州道中","金","马舜卿","山腰薄雪眩朝暾，未放阳和入烧痕。一片长安世情月，梨花院落几黄昏。"
"尘","金","杜充","汩汩劳生为尔忙，只除不到白云乡。步回洛浦生罗袜，歌断秦楼蔌杏梁。閒扑衣襟迷远望，静穿窗隙锁斜阳。帝城别有风流在，辇路春风十里香。"
"雪花","金","虞仲文","琼英与玉蕊，片片落前池。问著花来处，东君也不知。"
"春溪一首","金","张汝霖","黯黯春愁底处消，小桃无语半含娇。东风不管前溪水，暖绿溶溶拍画桥。"
"通叔以诗送古镜为长言生日之寿次韵谢之","金","刘长言","綵衣禄隐非臞仙，犹有向来文字缘。都城一别两岁晚，寄声劳苦常相先。人间始生俗礼重，而我永感方颓然。远凭诗句致奇物，欲挽暮景回虞渊。规摹九寸函大方，古制不作菱花妍。开奁拂拭愧陋质，但喜虹气浮晴天。夫君久要心不迁，期与铁杖论清坚。保身赖此孤月圆，明年上印归行田。"
"史院从事日感怀","金","耶律履","不学知章乞鉴湖，不随老阮醉黄垆。试从麟阁诸贤问，肯屑兰台小史无。一战得侯输妄尉，长身奉粟愧侏儒。禁城钟定灯花落，坐拊尘编惜壮图。"
"戊戌二月中旬登稷山清榭","金","张万公","问囚推案朝还暮，危坐不知春浅深。今日檐间看风色，一株红杏暗惊心。"
"自临洮还","金","董师中","临潭仍是汉家城，积石相望十驿程。西略河源东并海，此身何地不经行。"
"癸亥清明日","金","孙铎","翛然一室暗尘凝，兀兀端如打坐僧。习气未除私自笑，短檠还对读书灯。"
"留题长平驿","金","梁?","秦赵均为失霸图，起何残忍括何愚。杀降未见无祸者，累将其能有种乎。日暮悲风噎丹水，夜深寒月照头颅。快心千载杜邮剑，人所诛耶鬼所诛。"
"赠答史院从事","金","贾益谦","见说才名自妙年，多惭政府旧妨贤。物华天宝无今古，凤阁鸾台孰后先。郑圃道尊何敢望，济南书在子当传。莫言老眼昏花满，及见风鹏上九天。"
"雨后","金","高汝砺","时雨雨三日，田家家万金。有年天子庆，忧国老臣心。"
"右丞文献公所画张果像","金","张行中","古来人物画为难，惊见仙公树石间。莫把丹青名右相，太平勋业在人寰。"
"过司竹监有怀王监正之","金","杨慥","不见崧丘跨鹤仙，才名留得万人传。春郊渍酒伤今日，夜雨论文记昔年。宰树谩悬公子剑，高山已绝伯牙弦。故居修竹青青在，寂莫终南落照边。"
"乾陵","金","杨慥","牝鸡一啄血波流，天下何缘不姓周。今日阿婆心力尽，乾陵秃似老僧头。"
"即事","金","郑子聃","一钱不直程卫尉，五斗解酲刘伯伦。读罢离骚解衣卧，门前花柳自争春。"
"龚平甫森玉轩","金","孟宗献","古人借宅亦种竹，大是饕奇心未足。高斋闻有万琅玕，坐对怀山饮秋绿。官閒胜日无一事，尊酒不空仍有肉。他时剥啄叩君门，高枕矮床容我宿。"
"旧蓄一琴弃置者久矣李君仲通为张弦料理仍鼓数曲以诗赠之","金","孟宗献","我家筝奴忧乐同，尘埃满面鬓发蓬。徽弦不具挂墙壁，似惭无以娱衰翁。夫君一见为披拂，坐使寒谷为春融。中含太古意味足，杂以新态来无穷。繁声流水不可喻，直与造化相冥通。形神久已坐灰槁，一旦抉剔驱盲聋。寂然反听杳难诘，但觉万窍俱玲珑。千金不得和扁力，谁谓起废由枯桐。曲终玄旨竟谁会，非弦非指仍非空。拂衣欲往君且止，为我乘兴弹悲风。"
"张仲山枝巢","金","孟宗献","达人孤高与世疏，百年直寄犹须臾。归来掩关聊自如，人之不足等有馀。乐哉下视濠梁鱼，逍遥自契蒙庄书。异时驭气游太虚，我知枝巢亦蘧庐。"
"柳塘","金","孟宗献","摇摇风影漾寒塘，静里亭台日月长。不似隋家堤岸上，乱鸦残照管兴亡。"
"苏门花坞","金","孟宗献","绕舍云山慰眼新，看花差后洛阳尘。从君小筑繁香坞，不负长腰玉粒春。"
"闰月九日","金","孟宗献","南崖烘暖贮秋光，胜处相沿釂一觞。俚谚难逢两寒食，闰馀今值小重阳。头风比似常年愈，菊面浑如去岁黄。老矣欢游定能几，佳时此乐最难忘。"
"早赴北宫","金","赵摅","苍龙双阙郁层云，湖水鳞鳞柳色新。绝似江行看清晓，不知身是趁朝人。"
"探春","金","赵承元","冰底流泉匹练飞，曲尘著柳不禁吹。杖藜恰到春生处，已有人家插酒旗。"
"六月二十九日北宫朝回","金","张行简","疏柳衰荷又一时，清波飞叶梦灵芝。年年踏尽溪边路，不觉吴霜点鬓丝。"
"酬郭光秀才","金","张行简","畴昔君来事已睽，岂知今我又羁栖。波臣傥不辞升斗，鹄卵终当遇鲁鸡。"
"秋兴","金","张楫","飘零千里道，牢落半生愁。残月如新月，今秋似去秋。露浓花气重，风细竹声幽。何日清溪上，烟蓑一钓舟。"
"客中","金","张楫","绛唇花不语，青眼柳初眠。尘去寻芳马，香来载酒船。归期仍雁后，野兴已鸥边。惆怅无家客，春风又一年。"
"莲实","金","张楫","水妃擎出绀珠囊，玉笋彫槃喜乍尝。肤白已搀新藕嫩，心青犹带小荷香。斗馀翠鸟零珍羽，飞尽黄蜂露蜜房。口腹累人良可笑，此身便欲老江乡。"
"初夏","金","张楫","小园绿笋间朱樱，点缀年华似有情。露浥葛巾晨气润，风随竹簟晚凉生。閒窥黠鼠潜身处，静厌飞蚊绕鬓声。安得冷泉幽石畔，解衣盘礴树阴清。"
"北齐行","金","阎长言","天保大人袭世贵，未待齐成已无魏。谶里方传近水羊，梦中先兆攻城猬。六君三世都能几，二十八年翻手里。细思孝静灵运诗，天道好还非妄矣。"
"应制中秋","金","阎长言","璧月当秋夜未阑，汉宫高会浃宸欢。块苏尘世三千界，珠翠瑶光十二栏。桂实飘香浮寿斝，露华零润溢仙槃。都人侧听云韶奏，共指天家是广寒。"
"婆速道中书事","金","阎长言","此地先经战，人生苦未聊。泉源疏地脉，田垄上山腰。败石平危径，枯柴补短桥。晓烟明远爨，暮雪暗归樵。履滑心频悸，梯危骨欲消。解鞍空倒卧，无梦讫通宵。"
"送丽酒丽橙与秀实御史","金","阎长言","骢马朝回画閤深，遥知春意领梅心。丽橙娇软丽樽小，聊助风流对浅斟。"
"阎立本职贡图","金","阎长言","谔谔昌周此一书，形容獒贡写成图。宁知右相无深意，莫指丹青便厚诬。"
"盘山招隐图","金","阎长言","画出中盘望隐归，鸣珂朝马尚迟迟。赋诗未敢轻相诮，却恐吾山也勒移。"
"三门集津图","金","阎长言","津门未为天下险，勿作骇相观兹图。偃月堂中李林甫，有人能写此心无。"
"丁氏思祖亭","金","阎长言","鹤野三千里，凫函五百年。人间仍旧德，龟筮得新阡。族属东州望，衣冠鼻祖传。异时谁式墓，应识子孙贤。"
"观音院书阁","金","李著","门巷蓬蒿一尺深，小轩岑寂似山林。鸟声落枕有高下，山色阅人无古今。客里三年侵老境，床头一易浣尘襟。晚凉痴坐忘言里，满地西风白玉簪。"
"题裕之乐府后","金","王中立","常恨小山无后身，元郎乐府更清新。红裙婢子那能晓，送与凌烟阁上人。"
"禅颂三首 其一","金","王彧","昧已全抛大事忧，为渠刚揽等閒愁。桑榆晚景无多子，针芥人身岂易投。"
"禅颂三首 其二","金","王彧","閒日搆来忙日用，此生迷却再生休。鼻头捩转从今始，看作回程火里牛。"
"禅颂三首 其三","金","王彧","吾身非我底为情，说著尘劳特地惊。五九尽时山更好，涧泉云鸟自春声。"
"又颂","金","王彧","放下情怀触处安，生涯取取没多般。褐衣褴褛聊遮赤，短发鬅鬙底用冠。一榻省缘资困歇，二匙随分了饥餐。也知苦涩人人笑，烈曰初心不敢谩。"
"秋夜","金","董文甫","见即如无炉上雪，淡而有味水中盐。齐行定慧千灯焰，净识乾坤一镜奁。"
"昼眠","金","董文甫","庄周先我复天真，化蝶飞来管领春。我亦庄周周亦蝶，不知若个是真身。"
"审是堂","金","董文甫","按剑人人骇夜光，蜀鸡合道胜鸾凰。飞蛾可是无分别，直道油灯是太阳。"
"文中子续经","金","董文甫","纷纷述作史才雄，听似秋来百草虫。不是春雷轰蛰窟，蚓蛇会得化成龙。"
"临终诗四首 其一","金","董文甫","无情丧主没钱僧，送上城南无事人。捡尽传灯无尽录，更无公案遮番新。"
"临终诗四首 其二","金","董文甫","生有地，死有处，万牛不能移一步。一轮明月印天心，此是渠侬住处住。"
"临终诗四首 其三","金","董文甫","白发三千丈，红尘六十年。只今无见在，虚费草鞋钱。"
"临终诗四首 其四","金","董文甫","今古一轮月，分明印碧霄。门门蟾影到，处处桂香飘。不起眼中晕，何劳指上标。真空浑照破，归去杖头挑。"
"九日感怀","金","薛继先","衰年易感我今知，无讶骚人动楚悲。故国久抛兵劫后，佳辰多负菊花期。一时兰艾同凋落，两鬓雪霜仍别离。高世输他陶靖节，悠然高兴满东篱。"
"过洛阳","金","薛可","西来东去洛阳城，千尺浮图了送迎。十日酒旗歌板地，白头孤客可怜生。"
"寄人宰县","金","薛潜","县务无难易，人才自异同。割鸡良暂屈，制锦要专工。积弊奸赃后，遗黎喘汗中。不存忧世志，底用读书功。嫉恶看平日，知君有古风。莫教循吏传，独载鲁山翁。"
